target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2189.04	28.3333	0.0676709
Nep3-PB	2361	2189.04	28.3333	0.0676709
Nep3-PC	2361	2189.04	28.3333	0.0676709
CG9570-PA	633	461.042	30	0.340204
Or19b-PA	1164	992.042	1	0.00527021
CG15322-PB	2223	2051.04	2.5	0.0063727
CG15322-PC	2223	2051.04	2.5	0.0063727
Or19a-PB	1164	992.042	1	0.00527021
karr-PA	294	131.526	0	0
fd19B-PA	783	611.042	0	0
CG17003-PA	864	692.042	3	0.0226645
CG12655-PA	468	296.459	15	0.264536
CG33217-PA	2100	1928.04	682	1.84938
Vps11-PA	2493	2321.04	552.408	1.24433
RpL10-PC	657	485.042	16365.7	176.406
RpL10-PD	657	485.042	16365.7	176.406
RpL10-PE	657	485.042	16365.7	176.406
G9a-PA	4914	4742.04	405.598	0.447186
G9a-PB	4974	4802.04	20.4019	0.0222128
cin-PB	1806	1634.04	340.5	1.08946
cin-PA	1806	1634.04	340.5	1.08946
CG3777-PB	2640	2468.04	21.4	0.0453335
CG3777-PA	2640	2468.04	21.4	0.0453335
CG3777-PC	2640	2468.04	21.4	0.0453335
CG3777-PD	2640	2468.04	21.4	0.0453335
CG3777-PE	2640	2468.04	21.4	0.0453335
CG12470-PA	588	416.128	43	0.540256
Or1a-PA	1179	1007.04	0	0
y-PA	1626	1454.04	0	0
ac-PA	606	434.086	0	0
sc-PA	1038	866.042	0	0
l(1)sc-PA	774	602.042	0	0
ase-PA	1461	1289.04	0	0
CG13373-PA	375	205.576	0	0
CG13373-PB	534	362.166	117	1.68903
CG32817-PA	366	196.94	5.04747	0.133998
CG32817-PC	366	196.94	5.04747	0.133998
CG32817-PB	366	196.94	5.04747	0.133998
CG3176-PA	366	196.94	35.9738	0.955017
CG3176-PB	306	142.194	8.95499	0.329261
CG3176-PC	306	142.194	8.95499	0.329261
CG3176-PD	366	196.94	35.9738	0.955017
CG3156-PA	2079	1907.04	115.697	0.317192
CG17778-PA	384	214.154	0	0
CG17778-PB	384	214.154	0	0
arg-PA	1056	884.042	12	0.0709686
CG17896-PB	1563	1391.04	2320.16	8.7204
CG17896-PA	1536	1364.04	93.8363	0.359668
CG18273-PA	4134	3962.04	703	0.927672
Cyp4g1-PA	1671	1499.04	13	0.0453406
Pgcl-PA	1224	1052.04	0	0
CG32816-PB	1137	965.042	420.25	2.27677
CG32816-PA	1137	965.042	420.25	2.27677
CG32816-PC	882	710.042	0	0
CG32816-PD	882	710.042	0	0
CG32816-PE	1137	965.042	420.25	2.27677
CG32816-PF	1137	965.042	420.25	2.27677
CG13375-PA	921	749.042	8	0.0558396
CG13375-PB	921	749.042	8	0.0558396
CG13375-PC	834	662.042	0	0
CG3038-PB	1077	905.042	0.011279	6.51568e-05
CG3038-PA	1167	995.042	28.8109	0.151382
CG3038-PC	1080	908.042	12.1778	0.0701165
Appl-PA	2664	2492.04	0	0
Appl-PB	2673	2501.04	54.5679	0.114071
Appl-PC	2493	2321.04	98.0404	0.220841
Appl-PD	2667	2495.04	37.0117	0.0775567
Appl-PE	2652	2480.04	9.80076	0.0206614
