target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2193.1	23.3333	0.0682542
Nep3-PB	2361	2193.1	23.3333	0.0682542
Nep3-PC	2361	2193.1	23.3333	0.0682542
CG9570-PA	633	465.095	0	0
Or19b-PA	1164	996.095	0	0
CG15322-PB	2223	2055.1	0	0
CG15322-PC	2223	2055.1	0	0
Or19a-PB	1164	996.095	0	0
karr-PA	294	133.873	0	0
fd19B-PA	783	615.095	0	0
CG17003-PA	864	696.095	0	0
CG12655-PA	468	300.621	0	0
CG33217-PA	2100	1932.1	522	1.73321
Vps11-PA	2493	2325.1	420.531	1.16029
RpL10-PC	657	489.095	14686.3	192.633
RpL10-PD	657	489.095	14686.3	192.633
RpL10-PE	657	489.095	14686.3	192.633
G9a-PA	4914	4746.1	368.472	0.498055
G9a-PB	4974	4806.1	60.5283	0.0807935
cin-PB	1806	1638.1	249	0.975147
cin-PA	1806	1638.1	249	0.975147
CG3777-PB	2640	2472.1	11.4	0.0295835
CG3777-PA	2640	2472.1	11.4	0.0295835
CG3777-PC	2640	2472.1	11.4	0.0295835
CG3777-PD	2640	2472.1	11.4	0.0295835
CG3777-PE	2640	2472.1	11.4	0.0295835
CG12470-PA	588	420.095	1	0.0152708
Or1a-PA	1179	1011.1	2	0.0126896
y-PA	1626	1458.1	0	0
ac-PA	606	438.095	0	0
sc-PA	1038	870.095	0	0
l(1)sc-PA	774	606.095	0	0
ase-PA	1461	1293.1	0	0
CG13373-PA	375	209.301	0	0
CG13373-PB	534	366.095	124	2.17289
CG32817-PA	366	200.86	3.10445	0.0991517
CG32817-PC	366	200.86	3.10445	0.0991517
CG32817-PB	366	200.86	3.10445	0.0991517
CG3176-PA	366	200.86	24.6089	0.785974
CG3176-PB	306	144.779	8.2344	0.36487
CG3176-PC	306	144.779	8.2344	0.36487
CG3176-PD	366	200.86	24.6089	0.785974
CG3156-PA	2079	1911.1	90.093	0.302426
CG17778-PA	384	218.109	1	0.0294129
CG17778-PB	384	218.109	1	0.0294129
arg-PA	1056	888.095	6	0.0433413
CG17896-PB	1563	1395.1	2115.53	9.72805
CG17896-PA	1536	1368.1	40.4685	0.189763
CG18273-PA	4134	3966.1	776	1.25519
Cyp4g1-PA	1671	1503.1	738	3.14978
Pgcl-PA	1224	1056.1	0	0
CG32816-PB	1137	969.095	248.75	1.64667
CG32816-PA	1137	969.095	248.75	1.64667
CG32816-PC	882	714.095	0	0
CG32816-PD	882	714.095	0	0
CG32816-PE	1137	969.095	248.75	1.64667
CG32816-PF	1137	969.095	248.75	1.64667
CG13375-PA	921	753.095	4.5	0.038333
CG13375-PB	921	753.095	4.5	0.038333
CG13375-PC	834	666.095	0	0
CG3038-PB	1077	909.095	10.2371	0.0722397
CG3038-PA	1167	999.095	16.7629	0.107635
CG3038-PC	1080	912.095	0	0
Appl-PA	2664	2496.1	3.13385e-08	8.05428e-11
Appl-PB	2673	2505.1	26.8341	0.0687183
Appl-PC	2493	2325.1	66.0135	0.182139
Appl-PD	2667	2499.1	39.4045	0.101152
Appl-PE	2652	2484.1	15.7559	0.0406896
Appl-PF	2667	2499.1	29.9921	0.07699
CG13369-PA	915	747.095	1763	15.1386
CG17829-PA	1404	1236.1	135	0.700635
CG17829-PC	1347	1179.1	0	0
CG17829-PB	1404	1236.1	135	0.700635
Mybbp1A-PA	3402	3234.1	355	0.704183
su(sable)-PA	3978	3810.1	1327.73	2.23554
su(sable)-PB	3966	3798.1	138.547	0.234013
su(sable)-PC	3978	3810.1	1327.73	2.23554
CG13367-PA	1227	1059.1	339	2.05341
Roc1a-PC	411	244.553	4.82282	0.126514
Roc1a-PA	327	163.897	606.589	23.7428
Roc1a-PD	327	163.897	606.589	23.7428
CG5254-PA	921	753.095	162	1.37999
CG5254-PB	714	546.095	0	0
