target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2230.57	14.6667	0.0537645
Nep3-PB	2361	2230.57	14.6667	0.0537645
Nep3-PC	2361	2230.57	14.6667	0.0537645
CG9570-PA	633	502.629	1	0.016268
Or19b-PA	1164	1033.57	0	0
CG15322-PB	2223	2092.57	0.5	0.00195376
CG15322-PC	2223	2092.57	0.5	0.00195376
Or19a-PB	1164	1033.57	0	0
karr-PA	294	164.814	0	0
fd19B-PA	783	652.575	0	0
CG17003-PA	864	733.575	0	0
CG12655-PA	468	337.629	0	0
CG33217-PA	2100	1969.57	220	0.913338
Vps11-PA	2493	2362.57	161.066	0.55744
RpL10-PC	657	526.629	5162	80.1482
RpL10-PD	657	526.629	5162	80.1482
RpL10-PE	657	526.629	5162	80.1482
G9a-PA	4914	4783.57	267	0.456394
G9a-PB	4974	4843.57	0	0
cin-PB	1806	1675.57	187.5	0.914995
cin-PA	1806	1675.57	187.5	0.914995
CG3777-PB	2640	2509.57	12.6	0.0410536
CG3777-PA	2640	2509.57	12.6	0.0410536
CG3777-PC	2640	2509.57	12.6	0.0410536
CG3777-PD	2640	2509.57	12.6	0.0410536
CG3777-PE	2640	2509.57	12.6	0.0410536
CG12470-PA	588	457.629	3	0.0536029
Or1a-PA	1179	1048.57	0	0
y-PA	1626	1495.57	0	0
ac-PA	606	475.629	0	0
sc-PA	1038	907.575	0	0
l(1)sc-PA	774	643.575	0	0
ase-PA	1461	1330.57	0	0
CG13373-PA	375	244.839	0	0
CG13373-PB	534	403.629	85	1.72194
CG32817-PA	366	235.936	7.86478	0.272567
CG32817-PC	366	235.936	7.86478	0.272567
CG32817-PB	366	235.936	7.86478	0.272567
CG3176-PA	366	235.936	34.5989	1.19908
CG3176-PB	306	176.539	4.10394	0.190082
CG3176-PC	306	176.539	4.10394	0.190082
CG3176-PD	366	235.936	34.5989	1.19908
CG3156-PA	2079	1948.57	60.1204	0.252282
CG17778-PA	384	253.739	0.5	0.0161125
CG17778-PB	384	253.739	0.5	0.0161125
arg-PA	1056	925.575	0	0
CG17896-PB	1563	1432.57	1080.21	6.16553
CG17896-PA	1536	1405.57	14.7938	0.0860613
CG18273-PA	4134	4003.57	333	0.680107
Cyp4g1-PA	1671	1540.57	27	0.143305
Pgcl-PA	1224	1093.57	0	0
CG32816-PB	1137	1006.57	265.5	2.15675
CG32816-PA	1137	1006.57	265.5	2.15675
CG32816-PC	882	751.575	0	0
CG32816-PD	882	751.575	0	0
CG32816-PE	1137	1006.57	265.5	2.15675
CG32816-PF	1137	1006.57	265.5	2.15675
CG13375-PA	921	790.575	0	0
CG13375-PB	921	790.575	0	0
CG13375-PC	834	703.575	8	0.0929739
CG3038-PB	1077	946.575	11.4825	0.0991889
CG3038-PA	1167	1036.57	11.5175	0.0908529
CG3038-PC	1080	949.575	0	0
Appl-PA	2664	2533.57	0	0
Appl-PB	2673	2542.57	2.7905	0.00897409
Appl-PC	2493	2362.57	0	0
Appl-PD	2667	2536.57	0	0
Appl-PE	2652	2521.57	0	0
Appl-PF	2667	2536.57	11.2095	0.0361343
CG13369-PA	915	784.575	1006	10.4844
CG17829-PA	1404	1273.57	76.5	0.491155
CG17829-PC	1347	1216.57	0	0
