target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2177.69	21.3333	0.0632224
Nep3-PB	2361	2177.69	21.3333	0.0632224
Nep3-PC	2361	2177.69	21.3333	0.0632224
CG9570-PA	633	449.739	0	0
Or19b-PA	1164	980.693	0	0
CG15322-PB	2223	2039.69	0	0
CG15322-PC	2223	2039.69	0	0
Or19a-PB	1164	980.693	0	0
karr-PA	294	125.608	0	0
fd19B-PA	783	599.693	1	0.0107617
CG17003-PA	864	680.693	0	0
CG12655-PA	468	286.16	0	0
CG33217-PA	2100	1916.69	388	1.30644
Vps11-PA	2493	2309.69	327.886	0.916172
RpL10-PC	657	473.693	11631.7	158.472
RpL10-PD	657	473.693	11631.7	158.472
RpL10-PE	657	473.693	11631.7	158.472
G9a-PA	4914	4730.69	311.624	0.425124
G9a-PB	4974	4790.69	14.3755	0.0193657
cin-PB	1806	1622.69	247	0.982357
cin-PA	1806	1622.69	247	0.982357
CG3777-PB	2640	2456.69	19.6	0.0514889
CG3777-PA	2640	2456.69	19.6	0.0514889
CG3777-PC	2640	2456.69	19.6	0.0514889
CG3777-PD	2640	2456.69	19.6	0.0514889
CG3777-PE	2640	2456.69	19.6	0.0514889
CG12470-PA	588	404.95	4	0.0637481
Or1a-PA	1179	995.693	2	0.0129632
y-PA	1626	1442.69	0	0
ac-PA	606	422.825	0	0
sc-PA	1038	854.693	0	0
l(1)sc-PA	774	590.693	0	0
ase-PA	1461	1277.69	0	0
CG13373-PA	375	197.01	1.87098	0.06129
CG13373-PB	534	351.138	91.129	1.6749
CG32817-PA	366	188.915	1.43563	0.0490436
CG32817-PC	366	188.915	1.43563	0.0490436
CG32817-PB	366	188.915	1.43563	0.0490436
CG3176-PA	366	188.915	16.074	0.549117
CG3176-PB	306	135.811	11.7726	0.55943
CG3176-PC	306	135.811	11.7726	0.55943
CG3176-PD	366	188.915	16.074	0.549117
CG3156-PA	2079	1895.69	72.8738	0.248092
CG17778-PA	384	205.294	0.5	0.0157182
CG17778-PB	384	205.294	0.5	0.0157182
arg-PA	1056	872.693	3	0.0221855
CG17896-PB	1563	1379.69	1583.15	7.40539
CG17896-PA	1536	1352.69	37.852	0.180592
CG18273-PA	4134	3950.69	532	0.869055
Cyp4g1-PA	1671	1487.69	3	0.0130142
Pgcl-PA	1224	1040.69	0	0
CG32816-PB	1137	953.693	342.25	2.31603
CG32816-PA	1137	953.693	342.25	2.31603
CG32816-PC	882	698.693	0	0
CG32816-PD	882	698.693	0	0
CG32816-PE	1137	953.693	342.25	2.31603
CG32816-PF	1137	953.693	342.25	2.31603
CG13375-PA	921	737.693	7.99992	0.0699872
CG13375-PB	921	737.693	7.99992	0.0699872
CG13375-PC	834	650.693	0.000161387	1.60067e-06
CG3038-PB	1077	893.693	8.9366	0.0645346
CG3038-PA	1167	983.693	31.0634	0.203797
CG3038-PC	1080	896.693	0	0
Appl-PA	2664	2480.69	0	0
