target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2187.55	8.66667	0.02975
Nep3-PB	2361	2187.55	8.66667	0.02975
Nep3-PC	2361	2187.55	8.66667	0.02975
CG9570-PA	633	459.716	0	0
Or19b-PA	1164	990.553	0	0
CG15322-PB	2223	2049.55	1	0.00366382
CG15322-PC	2223	2049.55	1	0.00366382
Or19a-PB	1164	990.553	0	0
karr-PA	294	130.297	0	0
fd19B-PA	783	609.553	0	0
CG17003-PA	864	690.553	0	0
CG12655-PA	468	295.486	0	0
CG33217-PA	2100	1926.55	343	1.33692
Vps11-PA	2493	2319.55	334	1.08127
RpL10-PC	657	483.716	10717.3	166.376
RpL10-PD	657	483.716	10717.3	166.376
RpL10-PE	657	483.716	10717.3	166.376
G9a-PA	4914	4740.55	273.019	0.432472
G9a-PB	4974	4800.55	14.9806	0.0234332
cin-PB	1806	1632.55	187	0.860138
cin-PA	1806	1632.55	187	0.860138
CG3777-PB	2640	2466.55	6.6	0.0200931
CG3777-PA	2640	2466.55	6.6	0.0200931
CG3777-PC	2640	2466.55	6.6	0.0200931
CG3777-PD	2640	2466.55	6.6	0.0200931
CG3777-PE	2640	2466.55	6.6	0.0200931
CG12470-PA	588	414.716	0	0
Or1a-PA	1179	1005.55	0	0
y-PA	1626	1452.55	0	0
ac-PA	606	432.716	0	0
sc-PA	1038	864.553	0	0
l(1)sc-PA	774	600.553	0	0
ase-PA	1461	1287.55	0	0
CG13373-PA	375	204.977	12.2096	0.447289
CG13373-PB	534	360.756	71.7904	1.49433
CG32817-PA	366	196.384	3.51267	0.134315
CG32817-PC	366	196.384	3.51267	0.134315
CG32817-PB	366	196.384	3.51267	0.134315
CG3176-PA	366	196.384	24.0107	0.918106
CG3176-PB	306	141.061	8.22028	0.437596
CG3176-PC	306	141.061	8.22028	0.437596
CG3176-PD	366	196.384	24.0107	0.918106
CG3156-PA	2079	1905.55	40.9328	0.161304
CG17778-PA	384	213.599	0.5	0.0175778
CG17778-PB	384	213.599	0.5	0.0175778
arg-PA	1056	882.553	0	0
CG17896-PB	1563	1389.55	1263.71	6.82914
CG17896-PA	1536	1362.55	73.2901	0.403911
CG18273-PA	4134	3960.55	478	0.906287
Cyp4g1-PA	1671	1497.55	4	0.0200573
Pgcl-PA	1224	1050.55	0	0
CG32816-PB	1137	963.553	154.5	1.20406
CG32816-PA	1137	963.553	154.5	1.20406
CG32816-PC	882	708.553	0	0
CG32816-PD	882	708.553	0	0
CG32816-PE	1137	963.553	154.5	1.20406
CG32816-PF	1137	963.553	154.5	1.20406
CG13375-PA	921	747.553	1.5	0.0150676
CG13375-PB	921	747.553	1.5	0.0150676
CG13375-PC	834	660.553	0	0
CG3038-PB	1077	903.553	18.2369	0.151562
CG3038-PA	1167	993.553	15.7631	0.119136
CG3038-PC	1080	906.553	0	0
Appl-PA	2664	2490.55	0	0
Appl-PB	2673	2499.55	3.41689	0.0102651
Appl-PC	2493	2319.55	11.6947	0.03786
Appl-PD	2667	2493.55	0	0
Appl-PE	2652	2478.55	0	0
Appl-PF	2667	2493.55	12.8884	0.0388126
CG13369-PA	915	741.553	985	9.97442
CG17829-PA	1404	1230.55	54.8886	0.334946
CG17829-PC	1347	1173.55	80.2228	0.513321
CG17829-PB	1404	1230.55	54.8886	0.334946
Mybbp1A-PA	3402	3228.55	273	0.634963
su(sable)-PA	3978	3804.55	1450.55	2.86301
su(sable)-PB	3966	3792.55	114.897	0.227495
su(sable)-PC	3978	3804.55	1450.55	2.86301
CG13367-PA	1227	1053.55	186	1.32572
Roc1a-PC	411	239.531	17.9684	0.5633
Roc1a-PA	327	159.79	836.016	39.288
Roc1a-PD	327	159.79	836.016	39.288
CG5254-PA	921	747.553	75	0.753378
CG5254-PB	714	540.665	0	0
CG5273-PA	1410	1236.55	16.6667	0.101211
CG5273-PC	1410	1236.55	16.6667	0.101211
CG5273-PB	1410	1236.55	16.6667	0.101211
fz3-PA	1746	1572.55	682.502	3.25906
fz3-PB	1941	1767.55	52.9955	0.225144
fz3-PC	1746	1572.55	682.502	3.25906
CG16989-PC	3138	2964.55	329.5	0.834622
CG16989-PD	3138	2964.55	329.5	0.834622
CG14635-PA	360	190.619	0	0
CG13358-PD	906	732.553	0	0
CG13359-PA	1482	1308.55	5	0.0286928
Rbf-PA	2538	2364.55	368	1.16867
CG13360-PA	1266	1092.55	31	0.213065
RpL22-PA	900	726.553	17117.7	176.917
CG13361-PA	1437	1263.55	26	0.154516
CG13362-PA	969	795.553	314	2.96384
Hmt4-20-PA	3903	3729.55	361.5	0.727856
Hmt4-20-PB	3903	3729.55	361.5	0.727856
RpL36-PA	348	179.217	2195.6	91.996
RpL36-PB	348	179.217	2195.6	91.996
RpL36-PD	348	179.217	2195.6	91.996
RpL36-PC	348	179.217	2195.6	91.996
RpL36-PE	348	179.217	2195.6	91.996
CG13364-PA	195	55.7436	1262	170.003
CG13365-PA	345	176.379	158	6.72673
spdi-PA	2853	2679.55	0	0
spdi-PB	3285	3111.55	223.053	0.538301
