target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2204.08	15.6667	0.0590736
Nep3-PB	2361	2204.08	15.6667	0.0590736
Nep3-PC	2361	2204.08	15.6667	0.0590736
CG9570-PA	633	476.183	0	0
Or19b-PA	1164	1007.08	0	0
CG15322-PB	2223	2066.08	6	0.024135
CG15322-PC	2223	2066.08	6	0.024135
Or19a-PB	1164	1007.08	0	0
karr-PA	294	142.59	0	0
fd19B-PA	783	626.084	0	0
CG17003-PA	864	707.084	0	0
CG12655-PA	468	311.282	0	0
CG33217-PA	2100	1943.08	219	0.936693
Vps11-PA	2493	2336.08	268.356	0.954703
RpL10-PC	657	500.084	4657.67	77.4052
RpL10-PD	657	500.084	4657.67	77.4052
RpL10-PE	657	500.084	4657.67	77.4052
G9a-PA	4914	4757.08	285.742	0.499203
G9a-PB	4974	4817.08	12.2583	0.0211491
cin-PB	1806	1649.08	179.5	0.90462
cin-PA	1806	1649.08	179.5	0.90462
CG3777-PB	2640	2483.08	5.6	0.0187431
CG3777-PA	2640	2483.08	5.6	0.0187431
CG3777-PC	2640	2483.08	5.6	0.0187431
CG3777-PD	2640	2483.08	5.6	0.0187431
CG3777-PE	2640	2483.08	5.6	0.0187431
CG12470-PA	588	431.183	0	0
Or1a-PA	1179	1022.08	1	0.00813127
y-PA	1626	1469.08	0	0
ac-PA	606	449.183	0	0
sc-PA	1038	881.084	0	0
l(1)sc-PA	774	617.084	0	0
ase-PA	1461	1304.08	0	0
CG13373-PA	375	219.451	0	0
CG13373-PB	534	377.183	60	1.32204
CG32817-PA	366	210.86	0	0
CG32817-PC	366	210.86	0	0
CG32817-PB	366	210.86	0	0
CG3176-PA	366	210.86	13	0.512383
CG3176-PB	306	153.689	0	0
CG3176-PC	306	153.689	0	0
CG3176-PD	366	210.86	13	0.512383
CG3156-PA	2079	1922.08	50.4741	0.218243
CG17778-PA	384	228.228	0.5	0.0182073
CG17778-PB	384	228.228	0.5	0.0182073
arg-PA	1056	899.084	4	0.0369747
CG17896-PB	1563	1406.08	1020.62	6.03248
CG17896-PA	1536	1379.08	10.3838	0.0625764
CG18273-PA	4134	3977.08	316	0.660339
Cyp4g1-PA	1671	1514.08	10	0.0548902
Pgcl-PA	1224	1067.08	0	0
CG32816-PB	1137	980.084	145.5	1.2338
CG32816-PA	1137	980.084	145.5	1.2338
CG32816-PC	882	725.084	0	0
CG32816-PD	882	725.084	0	0
CG32816-PE	1137	980.084	145.5	1.2338
CG32816-PF	1137	980.084	145.5	1.2338
CG13375-PA	921	764.084	5	0.0543843
CG13375-PB	921	764.084	5	0.0543843
CG13375-PC	834	677.084	0	0
CG3038-PB	1077	920.084	0	0
CG3038-PA	1167	1010.08	16	0.131646
CG3038-PC	1080	923.084	0	0
Appl-PA	2664	2507.08	0	0
Appl-PB	2673	2516.08	0	0
Appl-PC	2493	2336.08	16.9152	0.0601773
Appl-PD	2667	2510.08	8.04241	0.0266283
Appl-PE	2652	2495.08	0	0
Appl-PF	2667	2510.08	8.04241	0.0266283
CG13369-PA	915	758.084	839	9.19791
CG17829-PA	1404	1247.08	107.896	0.71904
CG17829-PC	1347	1190.08	27.2087	0.19001
CG17829-PB	1404	1247.08	107.896	0.71904
Mybbp1A-PA	3402	3245.08	248	0.635141
su(sable)-PA	3978	3821.08	987.506	2.14782
su(sable)-PB	3966	3809.08	86.9887	0.189796
su(sable)-PC	3978	3821.08	987.506	2.14782
CG13367-PA	1227	1070.08	189	1.46787
Roc1a-PC	411	254.769	11.8421	0.386301
Roc1a-PA	327	173.373	792.579	37.9933
Roc1a-PD	327	173.373	792.579	37.9933
CG5254-PA	921	764.084	106	1.15295
CG5254-PB	714	557.084	0	0
CG5273-PA	1410	1253.08	27.3333	0.181283
CG5273-PC	1410	1253.08	27.3333	0.181283
CG5273-PB	1410	1253.08	27.3333	0.181283
fz3-PA	1746	1589.08	634.25	3.3171
fz3-PB	1941	1784.08	73.4992	0.342383
fz3-PC	1746	1589.08	634.25	3.3171
CG16989-PC	3138	2981.08	194.5	0.542238
CG16989-PD	3138	2981.08	194.5	0.542238
CG14635-PA	360	204.964	0	0
CG13358-PD	906	749.084	1	0.0110947
CG13359-PA	1482	1325.08	6	0.0376316
Rbf-PA	2538	2381.08	261	0.910984
CG13360-PA	1266	1109.08	24	0.179842
RpL22-PA	900	743.084	12951.8	144.856
CG13361-PA	1437	1280.08	20	0.129848
CG13362-PA	969	812.084	267	2.73247
Hmt4-20-PA	3903	3746.08	448.5	0.995015
Hmt4-20-PB	3903	3746.08	448.5	0.995015
RpL36-PA	348	193.324	2160.2	92.8651
RpL36-PB	348	193.324	2160.2	92.8651
RpL36-PD	348	193.324	2160.2	92.8651
RpL36-PC	348	193.324	2160.2	92.8651
RpL36-PE	348	193.324	2160.2	92.8651
CG13364-PA	195	62.5208	990	131.6
CG13365-PA	345	190.44	130	5.67322
spdi-PA	2853	2696.08	0	0
spdi-PB	3285	3128.08	266.565	0.708223
spdi-PC	3285	3128.08	266.565	0.708223
spdi-PD	2850	2693.08	0	0
spdi-PE	2853	2696.08	0	0
spdi-PF	3285	3128.08	266.565	0.708223
spdi-PG	2829	2672.08	52.3042	0.162679
CG14634-PB	282	131.777	0	0
CG11664-PA	765	608.084	4741	64.7964
CG11663-PA	459	302.282	0.5	0.0137468
CG11663-PB	459	302.282	0.5	0.0137468
MED22-PA	432	275.483	88	2.6548
CG32815-PC	1149	992.084	18	0.150789
CG32815-PD	1149	992.084	18	0.150789
TRAM-PB	1107	950.084	1179	10.3133
TRAM-PA	1107	950.084	1179	10.3133
TRAM-PC	1107	950.084	1179	10.3133
TRAM-PD	1107	950.084	1179	10.3133
TRAM-PE	1107	950.084	1179	10.3133
mus81-PA	1281	1124.08	21	0.155262
CG18823-PA	321	167.874	0	0
CG14631-PA	399	242.894	1	0.0342159
CG3021-PA	1170	1013.08	629	5.16
CG14629-PA	960	803.084	23	0.238019
CG14628-PA	426	269.511	1	0.0308368
CG3655-PA	1692	1535.08	0	0
CG3655-PB	1692	1535.08	0	0
CG3655-PC	1791	1634.08	13	0.0661171
CG3655-PD	1692	1535.08	0	0
Cdc45-PA	1728	1571.08	91	0.481379
CG11638-PA	1164	1007.08	9	0.0742714
TfIIA-S-2-PA	324	170.634	0	0
CG3690-PA	1677	1520.08	1.5	0.00820103
CG3690-PB	1677	1520.08	1.5	0.00820103
CG3699-PA	756	599.084	8	0.110981
CG3703-PA	2136	1979.08	13	0.0545914
CG3704-PA	1149	992.084	232	1.9435
CG3706-PA	1335	1178.08	0	0
CG3708-PB	1089	932.084	2	0.0178328
CG3713-PA	252	105.928	0	0
CG3713-PB	252	105.928	0	0
CG32814-PB	735	578.084	1	0.0143765
CG11378-PA	939	782.084	1.33333	0.0141687
CG11378-PB	939	782.084	1.33333	0.0141687
CG11378-PC	939	782.084	1.33333	0.0141687
CG11379-PA	606	449.183	0	0
CG11379-PB	606	449.183	0	0
CG14627-PA	813	656.084	0.5	0.00633367
CG14627-PB	813	656.084	0.5	0.00633367
CG14626-PA	1029	872.084	7	0.066709
CG11380-PA	1710	1553.08	0	0
CG11380-PB	1710	1553.08	0	0
CG14625-PB	2271	2114.08	0	0
CG11381-PA	1311	1154.08	0	0
CG14624-PA	693	536.084	0	0
CG11382-PB	1518	1361.08	0.5	0.00305302
CG11382-PC	1518	1361.08	0.5	0.00305302
CG32812-PA	678	521.084	7	0.111644
CG32812-PB	678	521.084	7	0.111644
fs(1)N-PA	6357	6200.08	1	0.00134044
Naa30A-PA	1134	977.084	295	2.5092
Naa30A-PD	1077	920.084	0	0
Tsp2A-PA	735	578.084	1	0.0143765
Tsp2A-PB	735	578.084	1	0.0143765
CG11417-PA	2316	2159.08	350	1.34723
CG14770-PA	456	299.312	2	0.055533
ssx-PB	1332	1175.08	27.5604	0.194922
ssx-PC	504	347.183	79.6054	1.90559
ssx-PD	1458	1301.08	978.274	6.24885
ssx-PE	1332	1175.08	27.5604	0.194922
AMPKalpha-PA	1749	1592.08	326.333	1.70349
AMPKalpha-PB	1749	1592.08	326.333	1.70349
AMPKalpha-PC	1749	1592.08	326.333	1.70349
CG32813-PD	1719	1562.08	0	0
CG32813-PB	1719	1562.08	0	0
CG32813-PL	1719	1562.08	0	0
CG32813-PM	1719	1562.08	0	0
CG32813-PN	1719	1562.08	0	0
CG32813-PH	1746	1589.08	0	0
CG32813-PI	1719	1562.08	0	0
CG32813-PJ	1719	1562.08	0	0
CG32813-PK	1719	1562.08	0	0
CG32813-PO	2100	1943.08	386	1.65097
Rilpl-PA	1332	1175.08	118.088	0.83518
Rilpl-PB	1347	1190.08	0	0
Rilpl-PC	1461	1304.08	327.912	2.08976
Lrpprc2-PA	3219	3062.08	390	1.0585
CG14785-PA	1413	1256.08	30	0.198494
CG3719-PA	483	326.25	264	6.7251
png-PA	876	719.084	0	0
CG12773-PA	2139	1982.08	380.5	1.59543
CG12773-PC	2139	1982.08	380.5	1.59543
CG12773-PB	2136	1979.08	0	0
MTPAP-PA	1839	1682.08	37.2066	0.18383
MTPAP-PB	867	710.084	8.58681	0.1005
MTPAP-PC	1839	1682.08	37.2066	0.18383
CG11409-PB	3840	3683.08	18.5	0.041745
CG11409-PC	3840	3683.08	18.5	0.041745
DAAM-PB	3462	3305.08	0.611537	0.00153775
DAAM-PA	3345	3188.08	0	0
DAAM-PG	3462	3305.08	0.611537	0.00153775
DAAM-PE	3462	3305.08	0.611537	0.00153775
DAAM-PF	3462	3305.08	0.611537	0.00153775
DAAM-PD	4392	4235.08	4.55385	0.00893638
CG32811-PB	234	91.2678	0	0
Atf3-PA	1842	1685.08	0	0
Atf3-PB	2067	1910.08	169.841	0.738982
Atf3-PC	1842	1685.08	0	0
CG11403-PA	2586	2429.08	39	0.133434
CG11398-PA	990	833.084	2	0.019952
CG11398-PD	990	833.084	2	0.019952
CG11384-PA	1767	1610.08	1	0.00516174
eIF4E7-PA	1290	1133.08	1	0.0073347
CG14777-PB	591	434.183	39	0.746511
CG14777-PD	591	434.183	39	0.746511
CG14777-PE	591	434.183	39	0.746511
CG14777-PC	591	434.183	39	0.746511
CG14777-PF	591	434.183	39	0.746511
CG14778-PA	561	404.183	14	0.287869
CG14780-PA	909	752.084	1	0.0110504
rush-PA	951	794.084	170	1.77921
rush-PB	951	794.084	170	1.77921
inc-PB	636	479.183	85.6667	1.48578
inc-PD	636	479.183	85.6667	1.48578
inc-PC	636	479.183	85.6667	1.48578
dor-PA	3009	2852.08	892	2.59925
hfw-PA	1836	1679.08	516.5	2.55648
hfw-PB	1836	1679.08	516.5	2.55648
CG14797-PB	591	434.183	0	0
CG14797-PC	666	509.084	0	0
b6-PA	1677	1520.08	31	0.169488
Scgdelta-PA	1215	1058.08	2.75	0.0216002
Scgdelta-PC	1215	1058.08	2.75	0.0216002
Scgdelta-PD	1215	1058.08	2.75	0.0216002
Scgdelta-PE	1215	1058.08	2.75	0.0216002
CG3795-PA	918	761.084	0	0
CG3795-PB	918	761.084	0	0
a6-PA	1230	1073.08	65	0.503413
a6-PB	1230	1073.08	65	0.503413
a6-PC	1230	1073.08	65	0.503413
CG3740-PA	423	266.511	207	6.45506
Mur2B-PA	5388	5231.08	46.4485	0.0737947
Mur2B-PC	5388	5231.08	46.4485	0.0737947
Mur2B-PB	3435	3278.08	579.103	1.46818
CG14795-PB	351	196.265	0	0
sta-PA	813	656.084	7807.5	98.9002
sta-PB	813	656.084	7807.5	98.9002
sta-PE	813	656.084	7807.5	98.9002
sta-PF	813	656.084	7807.5	98.9002
Rab27-PB	711	554.084	0	0
Rab27-PC	693	536.084	0	0
CG32808-PA	855	698.084	20	0.238104
O-fut2-PA	1473	1316.08	647	4.08569
CG14787-PA	783	626.084	0	0
CG32806-PA	618	461.183	0	0
MED18-PA	654	497.084	207.222	3.46459
MED18-PC	153	34.1164	39.7777	9.68993
CG14803-PA	3309	3152.08	161	0.424495
CG14803-PB	3294	3137.08	0	0
Vps26-PA	1437	1280.08	854	5.54452
CG14805-PA	1521	1364.08	353	2.15069
Coa8-PA	531	374.183	151	3.3538
Coa8-PB	531	374.183	151	3.3538
mRpL16-PA	732	575.084	82.5	1.19225
mRpL16-PB	732	575.084	82.5	1.19225
mip130-PA	2961	2804.08	327	0.969173
Rbcn-3B-PA	4578	4421.08	279	0.524469
Rbcn-3B-PB	4578	4421.08	279	0.524469
Ocrl-PA	2553	2396.08	126.5	0.438766
Ocrl-PB	2553	2396.08	126.5	0.438766
CG11596-PB	1206	1049.08	0.612969	0.00485594
CG11596-PC	1371	1214.08	145.832	0.998275
CG11596-PA	1320	1163.08	236.329	1.68869
CG11596-PD	1206	1049.08	0.612969	0.00485594
CG11596-PE	1206	1049.08	0.612969	0.00485594
CG3587-PA	900	743.084	123	1.37566
CG4194-PA	795	638.084	5	0.0651234
Rtca-PA	1086	929.084	48.5	0.433842
Rtca-PB	1086	929.084	48.5	0.433842
CG4045-PA	771	614.084	208	2.81501
CG4199-PC	1782	1625.08	34.6667	0.177289
CG4199-PD	1782	1625.08	34.6667	0.177289
CG4199-PB	1782	1625.08	34.6667	0.177289
CG4199-PA	1659	1502.08	2.41554e-05	1.33648e-07
CG4199-PG	1782	1625.08	34.6667	0.177289
CG4199-PH	1782	1625.08	34.6667	0.177289
CG4199-PI	1782	1625.08	34.6667	0.177289
CG14054-PA	618	461.183	0	0
CG4281-PA	2091	1934.08	778	3.3431
Sik2-PA	4197	4040.08	230.492	0.474143
moody-PA	2013	1856.08	40.4441	0.181093
moody-PB	2013	1856.08	40.4441	0.181093
moody-PC	1902	1745.08	23.6118	0.11245
moody-PD	1902	1745.08	23.6118	0.11245
moody-PE	2013	1856.08	40.4441	0.181093
moody-PF	2013	1856.08	40.4441	0.181093
CG4325-PA	477	320.25	34.5	0.895313
CG4325-PB	477	320.25	34.5	0.895313
Actn-PC	2754	2597.08	185.763	0.594452
Actn-PB	2688	2531.08	80.3067	0.263688
Actn-PA	2688	2531.08	79.0298	0.259495
Actn-PD	2688	2531.08	80.3067	0.263688
Actn-PF	2694	2537.08	0	0
Actn-PG	2754	2597.08	185.763	0.594452
Actn-PH	2754	2597.08	185.763	0.594452
Actn-PI	2688	2531.08	80.3067	0.263688
Actn-PJ	2754	2597.08	185.763	0.594452
usp-PA	1527	1370.08	265	1.60747
usp-PB	1527	1370.08	265	1.60747
PIG-K-PA	1068	911.084	689	6.285
CG3857-PA	1464	1307.08	121	0.769355
eIF2Bepsilon-PA	2010	1853.08	235.5	1.05619
eIF2Bepsilon-PB	2010	1853.08	235.5	1.05619
Edem1-PC	2949	2792.08	605.312	1.80175
Edem1-PB	2949	2792.08	605.312	1.80175
Edem1-PA	2949	2792.08	605.312	1.80175
Edem1-PE	3015	2858.08	426.754	1.24093
Edem1-PD	2949	2792.08	605.312	1.80175
CG32801-PA	477	320.25	0	0
trr-PC	7233	7076.08	432	0.507383
trr-PD	7296	7139.08	0	0
CG14818-PA	291	139.923	89.5	5.31591
CG14818-PB	291	139.923	89.5	5.31591
CG14817-PA	321	167.874	151	7.47548
CG14817-PB	321	167.874	151	7.47548
Pgam5-PA	870	713.084	290.733	3.38843
Pgam5-PB	867	710.084	57.2665	0.670248
Pex5-PA	1845	1688.08	296.694	1.46069
Pex5-PB	1680	1523.08	104.306	0.569157
Gcna-PB	3159	3002.08	24	0.0664405
Gcna-PA	3093	2936.08	0	0
Gcna-PD	3093	2936.08	0	0
deltaCOP-PA	1599	1442.08	1404.13	8.09211
deltaCOP-PB	1596	1439.08	2813.87	16.2503
Lamtor5-PA	303	150.938	69.5	3.82675
Lamtor5-PB	303	150.938	69.5	3.82675
CG14811-PB	714	557.084	2	0.0298369
CG4025-PA	741	584.084	206	2.93114
Unc-76-PB	1425	1268.08	30.4645	0.19966
Unc-76-PA	1425	1268.08	30.4645	0.19966
Unc-76-PC	1425	1268.08	30.4645	0.19966
Unc-76-PD	870	713.084	23.6066	0.275129
csw-PA	2526	2369.08	503.784	1.76729
csw-PB	2838	2681.08	357.653	1.10865
csw-PC	2049	1892.08	6.50981e-07	2.85938e-09
csw-PD	2685	2528.08	79.5635	0.261558
D2hgdh-PB	1602	1445.08	73.3333	0.421748
D2hgdh-PC	1602	1445.08	73.3333	0.421748
D2hgdh-PA	1602	1445.08	73.3333	0.421748
Pgd-PA	1446	1289.08	367	2.36608
Pgd-PB	1446	1289.08	367	2.36608
CG3630-PA	1116	959.084	8.66667	0.0751
CG3630-PB	1044	887.084	0	0
CG3630-PC	1116	959.084	8.66667	0.0751
CG3630-PD	1116	959.084	8.66667	0.0751
ND-B14.5A-PA	312	159.338	302.5	15.778
ND-B14.5A-PB	312	159.338	302.5	15.778
Cyp4d2-PA	1506	1349.08	58.2597	0.3589
Cyp4d2-PB	1506	1349.08	58.2597	0.3589
Cyp4ae1-PA	1491	1334.08	27.1843	0.169348
pn-PA	1218	1061.08	107	0.838067
CG17776-PA	213	75.7126	101.5	11.1415
CG17776-PB	213	75.7126	101.5	11.1415
CG17777-PB	333	178.962	0	0
CG17777-PC	333	178.962	0	0
CG3457-PA	579	422.183	0	0
CG3457-PB	579	422.183	0	0
Mct1-PA	1881	1724.08	6	0.0289226
Mct1-PB	1881	1724.08	6	0.0289226
CG14052-PB	492	335.183	0	0
pcx-PE	10254	10097.1	12.416	0.0102195
pcx-PF	10242	10085.1	327.292	0.269712
pcx-PC	10242	10085.1	327.292	0.269712
fs(1)K10-PA	1392	1235.08	382	2.57046
Or2a-PA	1194	1037.08	1	0.00801366
CG3071-PA	1608	1451.08	208	1.19128
CG2854-PA	1476	1319.08	2	0.0126009
Raf-PA	2220	2063.08	115	0.463261
Raf-PE	2220	2063.08	115	0.463261
CG2841-PB	3705	3548.08	228.2	0.534523
CG2841-PC	3705	3548.08	228.2	0.534523
CG2841-PA	3705	3548.08	228.2	0.534523
CG2841-PD	3705	3548.08	228.2	0.534523
CG2841-PE	3705	3548.08	228.2	0.534523
CG2841-PF	3720	3563.08	0	0
mRpL14-PA	486	329.25	39	0.984428
mRpL14-PB	486	329.25	39	0.984428
Ilp6-PA	324	170.634	0	0
Ilp6-PB	324	170.634	0	0
Ilp6-PC	324	170.634	0	0
Ilp6-PD	324	170.634	0	0
CG14050-PA	780	623.084	1.5	0.0200073
CG14050-PB	780	623.084	1.5	0.0200073
CG2865-PA	1305	1148.08	133.5	0.96639
CG2865-PB	1305	1148.08	133.5	0.96639
CG2918-PA	2772	2615.08	11276.5	35.8371
CG2918-PB	2772	2615.08	11276.5	35.8371
CG2924-PA	1194	1037.08	107.75	0.863472
CG2924-PE	1194	1037.08	107.75	0.863472
CG2924-PB	1194	1037.08	107.75	0.863472
CG2924-PD	1194	1037.08	107.75	0.863472
temp-PA	1197	1040.08	38	0.303641
temp-PB	1197	1040.08	38	0.303641
CG3078-PA	2232	2075.08	0	0
CG3078-PB	2235	2078.08	0	0
CG3078-PC	2250	2093.08	0	0
CG3078-PD	2298	2141.08	0	0
CG3191-PA	930	773.084	26	0.279506
CG3191-PC	930	773.084	26	0.279506
crn-PA	2109	1952.08	346	1.47307
kz-PA	3579	3422.08	74.5	0.18093
kz-PB	3579	3422.08	74.5	0.18093
Vinc-PA	2886	2729.08	227.333	0.692295
Vinc-PB	2886	2729.08	227.333	0.692295
Vinc-PC	2886	2729.08	227.333	0.692295
FarO-PA	1515	1358.08	9	0.0550758
CG14053-PA	693	536.084	0	0
CG14053-PB	693	536.084	0	0
Nmd3-PA	1566	1409.08	500	2.94902
Cyp4d14-PA	1524	1367.08	1.67555	0.0101861
Cyp4d14-PB	1533	1376.08	0.00101577	6.13472e-06
Cyp4d1-PB	1512	1355.08	0	0
Cyp4d1-PA	1539	1382.08	0	0
wapl-PA	5226	5069.08	265.561	0.435391
wapl-PB	3279	3122.08	15.8787	0.0422684
wapl-PC	5226	5069.08	265.561	0.435391
bcn92-PA	279	129.223	126	8.10354
ph-p-PA	4770	4613.08	457.792	0.824749
ph-p-PB	4041	3884.08	0	0
ph-p-PC	4041	3884.08	0	0
ph-p-PD	4041	3884.08	0	0
ph-d-PA	4614	4457.08	147.208	0.274489
ph-d-PB	4080	3923.08	0	0
CG16903-PA	1683	1526.08	398	2.16745
AANATL7-PA	687	530.084	2416.25	37.8828
AANATL7-PB	687	530.084	2416.25	37.8828
AANATL7-PC	687	530.084	2416.25	37.8828
AANATL7-PD	687	530.084	2416.25	37.8828
wds-PA	1086	929.084	127	1.13604
wds-PB	1086	929.084	127	1.13604
egh-PC	1374	1217.08	315.667	2.15552
egh-PB	1374	1217.08	315.667	2.15552
egh-PD	1374	1217.08	315.667	2.15552
Seipin-PA	1113	956.084	52	0.452014
brv3-PC	2253	2096.08	25	0.0991234
brv3-PB	2160	2003.08	0	0
Tsp3A-PA	915	758.084	13.5	0.148
Tsp3A-PB	915	758.084	13.5	0.148
eIF3g1-PA	810	653.084	1958	24.9166
Smyd3-PB	1407	1250.08	150	0.997233
Klp3A-PA	3639	3482.08	38.5	0.0918896
Klp3A-PB	3639	3482.08	38.5	0.0918896
CG13760-PC	723	566.084	43.1125	0.632947
CG13760-PD	669	512.084	149.887	2.43259
Vha36-3-PB	750	593.084	159.5	2.23506
Vha36-3-PC	750	593.084	159.5	2.23506
boi-PB	2997	2840.08	0	0
boi-PA	1644	1487.08	16.2098	0.0905912
boi-PE	2997	2840.08	0	0
boi-PF	2997	2840.08	0	0
boi-PG	3318	3161.08	1.79023	0.00470672
tko-PB	423	266.511	100.311	3.12809
tko-PC	465	308.282	12.689	0.342077
gt-PB	1347	1190.08	3	0.0209502
CG32797-PA	609	452.183	0	0
CG12496-PA	1062	905.084	0	0
sgg-PD	3204	3047.08	286.002	0.780062
sgg-PH	1545	1388.08	138.482	0.829129
sgg-PI	1545	1388.08	138.482	0.829129
sgg-PJ	1728	1571.08	0	0
sgg-PG	1491	1334.08	131.611	0.819889
sgg-PK	1251	1094.08	0	0
sgg-PB	1545	1388.08	138.482	0.829129
sgg-PA	1728	1571.08	0	0
sgg-PE	1545	1388.08	138.482	0.829129
sgg-PF	1545	1388.08	138.482	0.829129
sgg-PC	1545	1388.08	138.482	0.829129
sgg-PM	2319	2162.08	230.469	0.885902
sgg-PN	1251	1094.08	0	0
sgg-PO	1326	1169.08	0	0
sgg-PP	3381	3224.08	185.416	0.477954
sgg-PQ	3507	3350.08	0	0
sgg-PR	1794	1637.08	49.609	0.251845
per-PA	3657	3500.08	39	0.0926042
per-PB	3657	3500.08	39	0.0926042
CG2662-PA	1341	1184.08	22	0.154413
CG2662-PB	1341	1184.08	22	0.154413
eIF2Bbeta-PA	1059	902.084	612	5.63831
CG2681-PA	1881	1724.08	0	0
CG2694-PA	2478	2321.08	0.0635815	0.000227659
CG2694-PB	2022	1865.08	114.829	0.511678
CG2694-PD	2469	2312.08	5.10782	0.0183602
fs(1)Yb-PA	3129	2972.08	1	0.0027963
fs(1)Ya-PA	2091	1934.08	11	0.0472674
dwg-PA	1779	1622.08	127	0.650691
CG2712-PA	1506	1349.08	95	0.585234
CG12498-PA	786	629.084	0	0
w-PA	2064	1907.08	0	0
CG32795-PA	1164	1007.08	57.2	0.472036
CG32795-PB	1164	1007.08	57.2	0.472036
CG32795-PC	1164	1007.08	57.2	0.472036
CG32795-PD	1164	1007.08	57.2	0.472036
CG32795-PE	1164	1007.08	57.2	0.472036
Syx4-PA	1002	845.084	33	0.324533
Syx4-PB	774	617.084	0	0
crm-PB	2949	2792.08	64.5	0.191989
crm-PA	2949	2792.08	64.5	0.191989
CG2701-PA	2208	2051.08	847	3.43198
CG2685-PA	1659	1502.08	267	1.47728
CG2680-PB	918	761.084	0	0
Ugalt-PA	1074	917.084	1049.51	9.51094
Ugalt-PB	1107	950.084	225.973	1.9767
Ugalt-PC	1074	917.084	1049.51	9.51094
Spg7-PA	2460	2303.08	128.5	0.463701
Spg7-PC	2460	2303.08	128.5	0.463701
dyw-PA	783	626.084	2	0.0265486
CG2652-PA	708	551.084	0	0
HLH3B-PA	1131	974.084	0	0
N-PA	8112	7955.08	4.5	0.00470124
N-PB	8112	7955.08	4.5	0.00470124
CG3939-PA	408	251.82	72.5	2.39272
