target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2193.42	22.3333	0.0822028
Nep3-PB	2361	2193.42	22.3333	0.0822028
Nep3-PC	2361	2193.42	22.3333	0.0822028
CG9570-PA	633	465.578	0	0
Or19b-PA	1164	996.421	0	0
CG15322-PB	2223	2055.42	0	0
CG15322-PC	2223	2055.42	0	0
Or19a-PB	1164	996.421	0	0
karr-PA	294	137.597	0	0
fd19B-PA	783	615.421	0	0
CG17003-PA	864	696.421	0	0
CG12655-PA	468	301.491	0	0
CG33217-PA	2100	1932.42	544	2.27275
Vps11-PA	2493	2325.42	330.341	1.14687
RpL10-PC	657	489.53	12688.7	209.263
RpL10-PD	657	489.53	12688.7	209.263
RpL10-PE	657	489.53	12688.7	209.263
G9a-PA	4914	4746.42	241.507	0.410788
G9a-PB	4974	4806.42	32.4933	0.0545792
cin-PB	1806	1638.42	186	0.916521
cin-PA	1806	1638.42	186	0.916521
CG3777-PB	2640	2472.42	3.6	0.0117553
CG3777-PA	2640	2472.42	3.6	0.0117553
CG3777-PC	2640	2472.42	3.6	0.0117553
CG3777-PD	2640	2472.42	3.6	0.0117553
CG3777-PE	2640	2472.42	3.6	0.0117553
CG12470-PA	588	420.668	0	0
Or1a-PA	1179	1011.42	0	0
y-PA	1626	1458.42	0	0
ac-PA	606	438.624	0	0
sc-PA	1038	870.421	0	0
l(1)sc-PA	774	606.421	0	0
ase-PA	1461	1293.42	0	0
CG13373-PA	375	211.127	0	0
CG13373-PB	534	366.937	95	2.0902
CG32817-PA	366	202.774	0.967827	0.0385338
CG32817-PC	366	202.774	0.967827	0.0385338
CG32817-PB	366	202.774	0.967827	0.0385338
CG3176-PA	366	202.774	29.0635	1.15716
CG3176-PB	306	147.995	2.98475	0.162824
CG3176-PC	306	147.995	2.98475	0.162824
CG3176-PD	366	202.774	29.0635	1.15716
CG3156-PA	2079	1911.42	65.5872	0.277024
CG17778-PA	384	219.821	0.5	0.0183635
CG17778-PB	384	219.821	0.5	0.0183635
arg-PA	1056	888.421	1	0.00908733
CG17896-PB	1563	1395.42	1566.92	9.06558
CG17896-PA	1536	1368.42	32.0834	0.189285
CG18273-PA	4134	3966.42	632	1.28639
Cyp4g1-PA	1671	1503.42	0	0
Pgcl-PA	1224	1056.42	0	0
CG32816-PB	1137	969.421	225.5	1.87797
CG32816-PA	1137	969.421	225.5	1.87797
CG32816-PC	882	714.421	0	0
CG32816-PD	882	714.421	0	0
CG32816-PE	1137	969.421	225.5	1.87797
CG32816-PF	1137	969.421	225.5	1.87797
CG13375-PA	921	753.421	0	0
CG13375-PB	921	753.421	0	0
CG13375-PC	834	666.421	8	0.0969162
CG3038-PB	1077	909.421	0	0
CG3038-PA	1167	999.421	18	0.145405
CG3038-PC	1080	912.421	0	0
Appl-PA	2664	2496.42	0	0
Appl-PB	2673	2505.42	0	0
Appl-PC	2493	2325.42	0	0
Appl-PD	2667	2499.42	0	0
Appl-PE	2652	2484.42	0	0
Appl-PF	2667	2499.42	9	0.0290709
CG13369-PA	915	747.421	1306	14.1069
CG17829-PA	1404	1236.42	98.7165	0.644582
CG17829-PC	1347	1179.42	31.5671	0.216083
CG17829-PB	1404	1236.42	98.7165	0.644582
Mybbp1A-PA	3402	3234.42	295	0.736344
su(sable)-PA	3978	3810.42	1280.77	2.71364
su(sable)-PB	3966	3798.42	80.4665	0.171028
su(sable)-PC	3978	3810.42	1280.77	2.71364
CG13367-PA	1227	1059.42	189	1.44028
Roc1a-PC	411	245.738	15.0341	0.493925
Roc1a-PA	327	166.634	889.483	43.0954
Roc1a-PD	327	166.634	889.483	43.0954
CG5254-PA	921	753.421	152	1.62877
