target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2233.18	7	0.0136603
Nep3-PB	2361	2233.18	7	0.0136603
Nep3-PC	2361	2233.18	7	0.0136603
CG9570-PA	633	505.185	0	0
Or19b-PA	1164	1036.18	0.5	0.00210291
CG15322-PB	2223	2095.18	0	0
CG15322-PC	2223	2095.18	0	0
Or19a-PB	1164	1036.18	0.5	0.00210291
karr-PA	294	166.958	0	0
fd19B-PA	783	655.185	0	0
CG17003-PA	864	736.185	0	0
CG12655-PA	468	340.185	2	0.0256214
CG33217-PA	2100	1972.18	64	0.141423
Vps11-PA	2493	2365.18	43.0376	0.0792995
RpL10-PC	657	529.185	9048	74.5131
RpL10-PD	657	529.185	9048	74.5131
RpL10-PE	657	529.185	9048	74.5131
G9a-PA	4914	4786.18	97	0.0883222
G9a-PB	4974	4846.18	0	0
cin-PB	1806	1678.18	167	0.433675
cin-PA	1806	1678.18	167	0.433675
CG3777-PB	2640	2512.18	20.8	0.0360827
CG3777-PA	2640	2512.18	20.8	0.0360827
CG3777-PC	2640	2512.18	20.8	0.0360827
CG3777-PD	2640	2512.18	20.8	0.0360827
CG3777-PE	2640	2512.18	20.8	0.0360827
CG12470-PA	588	460.185	0	0
Or1a-PA	1179	1051.18	2	0.0082916
y-PA	1626	1498.18	0	0
ac-PA	606	478.185	0	0
sc-PA	1038	910.185	0	0
l(1)sc-PA	774	646.185	0	0
ase-PA	1461	1333.18	0	0
CG13373-PA	375	247.265	0	0
CG13373-PB	534	406.185	126	1.35187
CG32817-PA	366	238.289	1.95833	0.0358154
CG32817-PC	366	238.289	1.95833	0.0358154
CG32817-PB	366	238.289	1.95833	0.0358154
CG3176-PA	366	238.289	44.0625	0.805847
CG3176-PB	306	178.647	0	0
CG3176-PC	306	178.647	0	0
CG3176-PD	366	238.289	44.0625	0.805847
CG3156-PA	2079	1951.18	66.5002	0.148529
CG17778-PA	384	256.265	0.5	0.00850292
CG17778-PB	384	256.265	0.5	0.00850292
arg-PA	1056	928.185	5	0.0234759
CG17896-PB	1563	1435.18	1193	3.6226
CG17896-PA	1536	1408.18	0	0
CG18273-PA	4134	4006.18	346	0.376385
Cyp4g1-PA	1671	1543.18	32	0.090369
Pgcl-PA	1224	1096.18	0	0
CG32816-PB	1137	1009.18	98.9397	0.427255
CG32816-PA	1137	1009.18	98.9397	0.427255
CG32816-PC	882	754.185	14.6207	0.0844845
CG32816-PD	882	754.185	14.6207	0.0844845
CG32816-PE	1137	1009.18	98.9397	0.427255
CG32816-PF	1137	1009.18	98.9397	0.427255
CG13375-PA	921	793.185	0	0
CG13375-PB	921	793.185	0	0
CG13375-PC	834	706.185	1	0.00617119
CG3038-PB	1077	949.185	3.76529	0.0172876
CG3038-PA	1167	1039.18	7.82233	0.0328043
CG3038-PC	1080	952.185	3.41237	0.0156179
Appl-PA	2664	2536.18	0	0
Appl-PB	2673	2545.18	0	0
Appl-PC	2493	2365.18	3	0.00552769
Appl-PD	2667	2539.18	0	0
Appl-PE	2652	2524.18	0	0
Appl-PF	2667	2539.18	0	0
CG13369-PA	915	787.185	1477	8.17695
CG17829-PA	1404	1276.18	57	0.194648
CG17829-PC	1347	1219.18	0	0
CG17829-PB	1404	1276.18	57	0.194648
Mybbp1A-PA	3402	3274.18	129	0.171701
su(sable)-PA	3978	3850.18	665.837	0.753658
su(sable)-PB	3966	3838.18	111.325	0.126402
su(sable)-PC	3978	3850.18	665.837	0.753658
CG13367-PA	1227	1099.18	289	1.14582
Roc1a-PC	411	283.185	35.5714	0.547418
Roc1a-PA	327	199.421	951.214	20.7871
Roc1a-PD	327	199.421	951.214	20.7871
CG5254-PA	921	793.185	76.6362	0.421063
CG5254-PB	714	586.185	52.3638	0.3893
CG5273-PA	1410	1282.18	19	0.0645789
CG5273-PC	1410	1282.18	19	0.0645789
CG5273-PB	1410	1282.18	19	0.0645789
fz3-PA	1746	1618.18	479.063	1.29019
fz3-PB	1941	1813.18	10.874	0.0261357
fz3-PC	1746	1618.18	479.063	1.29019
CG16989-PC	3138	3010.18	290	0.419848
CG16989-PD	3138	3010.18	290	0.419848
CG14635-PA	360	232.312	2	0.0375185
CG13358-PD	906	778.185	0	0
CG13359-PA	1482	1354.18	237	0.762707
Rbf-PA	2538	2410.18	181	0.327277
CG13360-PA	1266	1138.18	6	0.0229734
RpL22-PA	900	772.185	21784.9	122.948
CG13361-PA	1437	1309.18	8	0.0266303
CG13362-PA	969	841.185	212	1.09833
Hmt4-20-PA	3903	3775.18	56	0.0646454
Hmt4-20-PB	3903	3775.18	56	0.0646454
RpL36-PA	348	220.381	4074.6	80.5747
RpL36-PB	348	220.381	4074.6	80.5747
RpL36-PD	348	220.381	4074.6	80.5747
RpL36-PC	348	220.381	4074.6	80.5747
RpL36-PE	348	220.381	4074.6	80.5747
CG13364-PA	195	75.172	2884	167.196
CG13365-PA	345	217.381	280	5.61338
spdi-PA	2853	2725.18	48.7331	0.0779319
spdi-PB	3285	3157.18	70.6469	0.097517
spdi-PC	3285	3157.18	70.6469	0.097517
spdi-PD	2850	2722.18	0	0
spdi-PE	2853	2725.18	48.7331	0.0779319
spdi-PF	3285	3157.18	70.6469	0.097517
spdi-PG	2829	2701.18	114.593	0.184881
CG14634-PB	282	155.214	0	0
CG11664-PA	765	637.185	6311	43.1639
