target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2183.37	28.6667	0.0913663
Nep3-PB	2361	2183.37	28.6667	0.0913663
Nep3-PC	2361	2183.37	28.6667	0.0913663
CG9570-PA	633	455.557	0	0
Or19b-PA	1164	986.372	0	0
CG15322-PB	2223	2045.37	1	0.00340223
CG15322-PC	2223	2045.37	1	0.00340223
Or19a-PB	1164	986.372	0	0
karr-PA	294	130.303	0	0
fd19B-PA	783	605.442	0	0
CG17003-PA	864	686.442	0	0
CG12655-PA	468	291.907	3	0.0715177
CG33217-PA	2100	1922.37	330	1.19457
Vps11-PA	2493	2315.37	413.218	1.24192
RpL10-PC	657	479.557	9984	144.877
RpL10-PD	657	479.557	9984	144.877
RpL10-PE	657	479.557	9984	144.877
G9a-PA	4914	4736.37	165.524	0.243193
G9a-PB	4974	4796.37	94.4762	0.137071
cin-PB	1806	1628.37	180.5	0.771365
cin-PA	1806	1628.37	180.5	0.771365
CG3777-PB	2640	2462.37	25.8	0.0729126
CG3777-PA	2640	2462.37	25.8	0.0729126
CG3777-PC	2640	2462.37	25.8	0.0729126
CG3777-PD	2640	2462.37	25.8	0.0729126
CG3777-PE	2640	2462.37	25.8	0.0729126
CG12470-PA	588	410.599	1	0.016948
Or1a-PA	1179	1001.37	5	0.0347465
y-PA	1626	1448.37	0	0
ac-PA	606	428.557	0	0
sc-PA	1038	860.372	0	0
l(1)sc-PA	774	596.442	0	0
ase-PA	1461	1283.37	0	0
CG13373-PA	375	202.528	0	0
CG13373-PB	534	356.9	76	1.48185
CG32817-PA	366	194.017	1.25296	0.0449401
CG32817-PC	366	194.017	1.25296	0.0449401
CG32817-PB	366	194.017	1.25296	0.0449401
CG3176-PA	366	194.017	18.7055	0.670911
CG3176-PB	306	140.363	1.41511	0.0701573
CG3176-PC	306	140.363	1.41511	0.0701573
CG3176-PD	366	194.017	18.7055	0.670911
CG3156-PA	2079	1901.37	55.5082	0.203155
CG17778-PA	384	210.982	1.5	0.0494746
CG17778-PB	384	210.982	1.5	0.0494746
arg-PA	1056	878.372	3	0.0237673
CG17896-PB	1563	1385.37	1019.6	5.12153
CG17896-PA	1536	1358.37	10.3999	0.0532779
CG18273-PA	4134	3956.37	289	0.50832
Cyp4g1-PA	1671	1493.37	469	2.18545
Pgcl-PA	1224	1046.37	0	0
CG32816-PB	1137	959.372	276.5	2.0056
CG32816-PA	1137	959.372	276.5	2.0056
CG32816-PC	882	704.372	0	0
CG32816-PD	882	704.372	0	0
CG32816-PE	1137	959.372	276.5	2.0056
CG32816-PF	1137	959.372	276.5	2.0056
CG13375-PA	921	743.372	7	0.0655282
CG13375-PB	921	743.372	7	0.0655282
CG13375-PC	834	656.442	0	0
CG3038-PB	1077	899.372	0	0
CG3038-PA	1167	989.372	27	0.189907
CG3038-PC	1080	902.372	0	0
Appl-PA	2664	2486.37	0	0
Appl-PB	2673	2495.37	0	0
Appl-PC	2493	2315.37	2.25653	0.00678199
Appl-PD	2667	2489.37	6.91449	0.0193289
Appl-PE	2652	2474.37	0	0
Appl-PF	2667	2489.37	13.829	0.0386578
CG13369-PA	915	737.372	879	8.29543
CG17829-PA	1404	1226.37	78	0.442597
CG17829-PC	1347	1169.37	0	0
CG17829-PB	1404	1226.37	78	0.442597
Mybbp1A-PA	3402	3224.37	160	0.345312
su(sable)-PA	3978	3800.37	839.752	1.53766
su(sable)-PB	3966	3788.37	260.496	0.478503
su(sable)-PC	3978	3800.37	839.752	1.53766
CG13367-PA	1227	1049.37	113	0.749351
Roc1a-PC	411	236.653	24.2709	0.713691
Roc1a-PA	327	158.971	811.365	35.5168
Roc1a-PD	327	158.971	811.365	35.5168
CG5254-PA	921	743.372	70.994	0.664587
CG5254-PB	714	536.557	0.00599276	7.77226e-05
CG5273-PA	1410	1232.37	18.3333	0.103523
CG5273-PC	1410	1232.37	18.3333	0.103523
CG5273-PB	1410	1232.37	18.3333	0.103523
fz3-PA	1746	1568.37	583.588	2.58937
fz3-PB	1941	1763.37	57.8234	0.22819
fz3-PC	1746	1568.37	583.588	2.58937
CG16989-PC	3138	2960.37	181.5	0.426645
CG16989-PD	3138	2960.37	181.5	0.426645
CG14635-PA	360	188.818	0	0
CG13358-PD	906	728.372	0	0
CG13359-PA	1482	1304.37	21	0.112035
Rbf-PA	2538	2360.37	244	0.719359
CG13360-PA	1266	1088.37	342	2.18668
RpL22-PA	900	722.372	7388.99	71.1804
CG13361-PA	1437	1259.37	5	0.0276282
CG13362-PA	969	791.372	46	0.404495
Hmt4-20-PA	3903	3725.37	273	0.509952
Hmt4-20-PB	3903	3725.37	273	0.509952
RpL36-PA	348	177.7	2179	85.3308
RpL36-PB	348	177.7	2179	85.3308
RpL36-PD	348	177.7	2179	85.3308
RpL36-PC	348	177.7	2179	85.3308
RpL36-PE	348	177.7	2179	85.3308
CG13364-PA	195	57.3586	1162	140.976
CG13365-PA	345	175.1	206	8.18686
spdi-PA	2853	2675.37	0	0
spdi-PB	3285	3107.37	208.544	0.467027
spdi-PC	3285	3107.37	208.544	0.467027
spdi-PD	2850	2672.37	7.35345	0.0191483
spdi-PE	2853	2675.37	0	0
spdi-PF	3285	3107.37	208.544	0.467027
spdi-PG	2829	2651.37	117.013	0.307115
CG14634-PB	282	120.306	1	0.057843
CG11664-PA	765	587.442	2773	32.849
CG11663-PA	459	283.023	0	0
CG11663-PB	459	283.023	0	0
MED22-PA	432	256.807	135	3.65817
CG32815-PC	1149	971.372	11	0.0788031
CG32815-PD	1149	971.372	11	0.0788031
TRAM-PB	1107	929.372	822.2	6.15636
TRAM-PA	1107	929.372	822.2	6.15636
TRAM-PC	1107	929.372	822.2	6.15636
TRAM-PD	1107	929.372	822.2	6.15636
TRAM-PE	1107	929.372	822.2	6.15636
mus81-PA	1281	1103.37	36	0.227048
