target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2205.02	14.6667	0.0584773
Nep3-PB	2361	2205.02	14.6667	0.0584773
Nep3-PC	2361	2205.02	14.6667	0.0584773
CG9570-PA	633	477.016	0	0
Or19b-PA	1164	1008.02	0	0
CG15322-PB	2223	2067.02	0.5	0.00212664
CG15322-PC	2223	2067.02	0.5	0.00212664
Or19a-PB	1164	1008.02	0	0
karr-PA	294	144.315	0	0
fd19B-PA	783	627.016	0	0
CG17003-PA	864	708.016	0	0
CG12655-PA	468	312.355	2	0.0562923
CG33217-PA	2100	1944.02	283	1.27984
Vps11-PA	2493	2337.02	398.065	1.49748
RpL10-PC	657	501.016	4191.67	73.5533
RpL10-PD	657	501.016	4191.67	73.5533
RpL10-PE	657	501.016	4191.67	73.5533
G9a-PA	4914	4758.02	288	0.53215
G9a-PB	4974	4818.02	0	0
cin-PB	1806	1650.02	184.5	0.98305
cin-PA	1806	1650.02	184.5	0.98305
CG3777-PB	2640	2484.02	27.8	0.0983916
CG3777-PA	2640	2484.02	27.8	0.0983916
CG3777-PC	2640	2484.02	27.8	0.0983916
CG3777-PD	2640	2484.02	27.8	0.0983916
CG3777-PE	2640	2484.02	27.8	0.0983916
CG12470-PA	588	432.016	0	0
Or1a-PA	1179	1023.02	1	0.00859379
y-PA	1626	1470.02	0	0
ac-PA	606	450.016	0	0
sc-PA	1038	882.016	0	0
l(1)sc-PA	774	618.016	0	0
ase-PA	1461	1305.02	0	0
CG13373-PA	375	220.662	0	0
CG13373-PB	534	378.057	65	1.51155
CG32817-PA	366	211.99	5.08207	0.210762
CG32817-PC	366	211.99	5.08207	0.210762
CG32817-PB	366	211.99	5.08207	0.210762
CG3176-PA	366	211.99	35.8813	1.48806
CG3176-PB	306	155.51	3.49554	0.197617
CG3176-PC	306	155.51	3.49554	0.197617
CG3176-PD	366	211.99	35.8813	1.48806
CG3156-PA	2079	1923.02	69.4511	0.317514
CG17778-PA	384	229.505	0	0
CG17778-PB	384	229.505	0	0
arg-PA	1056	900.016	0	0
CG17896-PB	1563	1407.02	1219	7.61679
CG17896-PA	1536	1380.02	0	0
CG18273-PA	4134	3978.02	401	0.886228
Cyp4g1-PA	1671	1515.02	1	0.00580297
