target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2203.81	34.3333	0.0913622
Nep3-PB	2361	2203.81	34.3333	0.0913622
Nep3-PC	2361	2203.81	34.3333	0.0913622
CG9570-PA	633	475.812	0	0
Or19b-PA	1164	1006.81	0	0
CG15322-PB	2223	2065.81	3.5	0.00993579
CG15322-PC	2223	2065.81	3.5	0.00993579
Or19a-PB	1164	1006.81	0	0
karr-PA	294	141.439	0	0
fd19B-PA	783	625.812	0	0
CG17003-PA	864	706.812	0	0
CG12655-PA	468	310.884	0	0
CG33217-PA	2100	1942.81	732	2.20956
Vps11-PA	2493	2335.81	642	1.61184
RpL10-PC	657	499.812	11378	133.501
RpL10-PD	657	499.812	11378	133.501
RpL10-PE	657	499.812	11378	133.501
G9a-PA	4914	4756.81	478	0.589301
G9a-PB	4974	4816.81	0	0
cin-PB	1806	1648.81	306	1.08837
cin-PA	1806	1648.81	306	1.08837
CG3777-PB	2640	2482.81	13.6	0.0321233
CG3777-PA	2640	2482.81	13.6	0.0321233
CG3777-PC	2640	2482.81	13.6	0.0321233
CG3777-PD	2640	2482.81	13.6	0.0321233
CG3777-PE	2640	2482.81	13.6	0.0321233
CG12470-PA	588	430.812	0	0
Or1a-PA	1179	1021.81	4	0.022957
y-PA	1626	1468.81	0	0
ac-PA	606	448.812	0	0
sc-PA	1038	880.812	0	0
l(1)sc-PA	774	616.812	0	0
ase-PA	1461	1303.81	0	0
CG13373-PA	375	218.659	0	0
CG13373-PB	534	376.812	94	1.46295
CG32817-PA	366	209.938	4.1749	0.116622
CG32817-PC	366	209.938	4.1749	0.116622
CG32817-PB	366	209.938	4.1749	0.116622
CG3176-PA	366	209.938	27.6931	0.773581
CG3176-PB	306	152.495	9.54451	0.367048
CG3176-PC	306	152.495	9.54451	0.367048
CG3176-PD	366	209.938	27.6931	0.773581
CG3156-PA	2079	1921.81	82.69	0.252329
CG17778-PA	384	227.346	0	0
CG17778-PB	384	227.346	0	0
arg-PA	1056	898.812	3	0.0195739
CG17896-PB	1563	1405.81	1728.47	7.21041
CG17896-PA	1536	1378.81	25.5306	0.108588
CG18273-PA	4134	3976.81	762	1.12369
Cyp4g1-PA	1671	1513.81	168	0.650823
Pgcl-PA	1224	1066.81	0	0
CG32816-PB	1137	979.812	343.25	2.05444
CG32816-PA	1137	979.812	343.25	2.05444
CG32816-PC	882	724.812	0	0
CG32816-PD	882	724.812	0	0
CG32816-PE	1137	979.812	343.25	2.05444
CG32816-PF	1137	979.812	343.25	2.05444
CG13375-PA	921	763.812	7	0.0537449
CG13375-PB	921	763.812	7	0.0537449
CG13375-PC	834	676.812	0	0
CG3038-PB	1077	919.812	0	0
CG3038-PA	1167	1009.81	32	0.185838
CG3038-PC	1080	922.812	0	0
Appl-PA	2664	2506.81	0	0
Appl-PB	2673	2515.81	17.7065	0.0412744
Appl-PC	2493	2335.81	46.0009	0.115492
Appl-PD	2667	2509.81	29.1871	0.0681986
Appl-PE	2652	2494.81	0	0
Appl-PF	2667	2509.81	34.1054	0.0796907
CG13369-PA	915	757.812	1345	10.4085
CG17829-PA	1404	1246.81	146	0.686716
CG17829-PC	1347	1189.81	0	0
CG17829-PB	1404	1246.81	146	0.686716
Mybbp1A-PA	3402	3244.81	446	0.806066
su(sable)-PA	3978	3820.81	1717.03	2.63541
su(sable)-PB	3966	3808.81	253.934	0.390982
su(sable)-PC	3978	3820.81	1717.03	2.63541
CG13367-PA	1227	1069.81	301	1.65
Roc1a-PC	411	254.128	10.2683	0.236958
Roc1a-PA	327	172.119	825.866	28.1389
Roc1a-PD	327	172.119	825.866	28.1389
CG5254-PA	921	763.812	201	1.54325
CG5254-PB	714	556.812	3.82048e-08	4.02378e-10
CG5273-PA	1410	1252.81	37	0.173197
CG5273-PC	1410	1252.81	37	0.173197
CG5273-PB	1410	1252.81	37	0.173197
fz3-PA	1746	1588.81	961.183	3.5478
fz3-PB	1941	1783.81	159.633	0.524807
fz3-PC	1746	1588.81	961.183	3.5478
CG16989-PC	3138	2980.81	773.5	1.52178
CG16989-PD	3138	2980.81	773.5	1.52178
CG14635-PA	360	204.105	0	0
CG13358-PD	906	748.812	0	0
CG13359-PA	1482	1324.81	0	0
Rbf-PA	2538	2380.81	534	1.31535
CG13360-PA	1266	1108.81	15	0.0793339
RpL22-PA	900	742.812	22963.3	181.293
CG13361-PA	1437	1279.81	38	0.174126
CG13362-PA	969	811.812	301	2.17438
Hmt4-20-PA	3903	3745.81	774.5	1.21255
Hmt4-20-PB	3903	3745.81	774.5	1.21255
RpL36-PA	348	192.383	2942.6	89.6995
RpL36-PB	348	192.383	2942.6	89.6995
RpL36-PD	348	192.383	2942.6	89.6995
RpL36-PC	348	192.383	2942.6	89.6995
RpL36-PE	348	192.383	2942.6	89.6995
CG13364-PA	195	59.7802	1766	173.244
CG13365-PA	345	189.479	179	5.5401
spdi-PA	2853	2695.81	0	0
spdi-PB	3285	3127.81	377.36	0.707522
spdi-PC	3285	3127.81	377.36	0.707522
spdi-PD	2850	2692.81	19.4125	0.0422767
spdi-PE	2853	2695.81	0	0
spdi-PF	3285	3127.81	377.36	0.707522
spdi-PG	2829	2671.81	57.509	0.126228
CG14634-PB	282	130.658	1	0.0448838
CG11664-PA	765	607.812	5613	54.1566
CG11663-PA	459	301.884	0	0
CG11663-PB	459	301.884	0	0
MED22-PA	432	274.943	107	2.28226
CG32815-PC	1149	991.812	13	0.0768669
CG32815-PD	1149	991.812	13	0.0768669
TRAM-PB	1107	949.812	2189.6	13.5192
TRAM-PA	1107	949.812	2189.6	13.5192
TRAM-PC	1107	949.812	2189.6	13.5192
TRAM-PD	1107	949.812	2189.6	13.5192
TRAM-PE	1107	949.812	2189.6	13.5192
mus81-PA	1281	1123.81	40	0.208733
CG18823-PA	321	166.442	0	0
CG14631-PA	399	242.204	0	0
CG3021-PA	1170	1012.81	733	4.24425
CG14629-PA	960	802.812	30	0.219146
CG14628-PA	426	268.998	1	0.021801
CG3655-PA	1692	1534.81	0	0
CG3655-PB	1692	1534.81	0	0
CG3655-PC	1791	1633.81	47	0.168702
CG3655-PD	1692	1534.81	0	0
Cdc45-PA	1728	1570.81	168	0.627206
CG11638-PA	1164	1006.81	14	0.0815464
TfIIA-S-2-PA	324	169.205	0	0
CG3690-PA	1677	1519.81	8	0.0308692
CG3690-PB	1677	1519.81	8	0.0308692
CG3699-PA	756	598.812	7	0.068554
CG3703-PA	2136	1978.81	27	0.0800174
CG3704-PA	1149	991.812	301	1.77976
CG3706-PA	1335	1177.81	0	0
CG3708-PB	1089	931.812	0	0
CG3713-PA	252	104.224	0	0
CG3713-PB	252	104.224	0	0
CG32814-PB	735	577.812	9	0.0913443
CG11378-PA	939	781.812	2.33333	0.0175025
CG11378-PB	939	781.812	2.33333	0.0175025
CG11378-PC	939	781.812	2.33333	0.0175025
CG11379-PA	606	448.812	0	0
CG11379-PB	606	448.812	0	0
CG14627-PA	813	655.812	1	0.00894223
CG14627-PB	813	655.812	1	0.00894223
CG14626-PA	1029	871.812	2	0.0134534
CG11380-PA	1710	1552.81	0	0
CG11380-PB	1710	1552.81	0	0
CG14625-PB	2271	2113.81	0	0
CG11381-PA	1311	1153.81	0	0
CG14624-PA	693	535.812	1	0.0109449
CG11382-PB	1518	1360.81	0	0
CG11382-PC	1518	1360.81	0	0
CG32812-PA	678	520.812	4.5	0.0506707
CG32812-PB	678	520.812	4.5	0.0506707
fs(1)N-PA	6357	6199.81	2	0.00189181
Naa30A-PA	1134	976.812	398.973	2.39529
Naa30A-PD	1077	919.812	45.0268	0.287076
Tsp2A-PA	735	577.812	0.5	0.00507468
Tsp2A-PB	735	577.812	0.5	0.00507468
CG11417-PA	2316	2158.81	461	1.25231
CG14770-PA	456	298.884	3	0.0588632
ssx-PB	1332	1174.81	39.4328	0.196841
ssx-PC	504	346.884	53.1542	0.898624
ssx-PD	1458	1300.81	1103.98	4.97705
ssx-PE	1332	1174.81	39.4328	0.196841
AMPKalpha-PA	1749	1591.81	421	1.55101
AMPKalpha-PB	1749	1591.81	421	1.55101
AMPKalpha-PC	1749	1591.81	421	1.55101
CG32813-PD	1719	1561.81	0	0
CG32813-PB	1719	1561.81	0	0
CG32813-PL	1719	1561.81	0	0
CG32813-PM	1719	1561.81	0	0
CG32813-PN	1719	1561.81	0	0
CG32813-PH	1746	1588.81	8.02257	0.0296119
CG32813-PI	1719	1561.81	0	0
CG32813-PJ	1719	1561.81	0	0
CG32813-PK	1719	1561.81	0	0
CG32813-PO	2100	1942.81	372.977	1.12584
Rilpl-PA	1332	1174.81	214.289	1.06969
Rilpl-PB	1347	1189.81	33.2614	0.163941
Rilpl-PC	1461	1303.81	374.45	1.68424
Lrpprc2-PA	3219	3061.81	662	1.26796
CG14785-PA	1413	1255.81	56	0.26151
CG3719-PA	483	325.884	397	7.14418
png-PA	876	718.812	6	0.048951
CG12773-PA	2139	1981.81	490	1.44997
CG12773-PC	2139	1981.81	490	1.44997
CG12773-PB	2136	1978.81	0	0
MTPAP-PA	1839	1681.81	67.4801	0.235301
MTPAP-PB	867	709.812	1.0398	0.00859073
MTPAP-PC	1839	1681.81	67.4801	0.235301
CG11409-PB	3840	3682.81	31	0.0493637
CG11409-PC	3840	3682.81	31	0.0493637
DAAM-PB	3462	3304.81	0	0
DAAM-PA	3345	3187.81	7.86587	0.0144704
DAAM-PG	3462	3304.81	0	0
DAAM-PE	3462	3304.81	0	0
DAAM-PF	3462	3304.81	0	0
DAAM-PD	4392	4234.81	12.1341	0.0168035
CG32811-PB	234	89.1796	0	0
Atf3-PA	1842	1684.81	0	0
Atf3-PB	2067	1909.81	347	1.06553
Atf3-PC	1842	1684.81	0	0
CG11403-PA	2586	2428.81	50	0.120726
CG11398-PA	990	832.812	5.5	0.0387294
CG11398-PD	990	832.812	5.5	0.0387294
CG11384-PA	1767	1609.81	0	0
eIF4E7-PA	1290	1132.81	0	0
CG14777-PB	591	433.812	62.8	0.848953
CG14777-PD	591	433.812	62.8	0.848953
CG14777-PE	591	433.812	62.8	0.848953
CG14777-PC	591	433.812	62.8	0.848953
CG14777-PF	591	433.812	62.8	0.848953
CG14778-PA	561	403.812	24	0.348544
CG14780-PA	909	751.812	0	0
rush-PA	951	793.812	293	2.16459
rush-PB	951	793.812	293	2.16459
inc-PB	636	478.812	148.333	1.81677
inc-PD	636	478.812	148.333	1.81677
inc-PC	636	478.812	148.333	1.81677
dor-PA	3009	2851.81	1324	2.72265
hfw-PA	1836	1678.81	764.5	2.67055
hfw-PB	1836	1678.81	764.5	2.67055
CG14797-PB	591	433.812	0	0
CG14797-PC	666	508.812	4	0.0461029
b6-PA	1677	1519.81	1	0.00385865
Scgdelta-PA	1215	1057.81	5.75	0.0318775
Scgdelta-PC	1215	1057.81	5.75	0.0318775
Scgdelta-PD	1215	1057.81	5.75	0.0318775
Scgdelta-PE	1215	1057.81	5.75	0.0318775
CG3795-PA	918	760.812	0	0
CG3795-PB	918	760.812	0	0
a6-PA	1230	1072.81	94.6667	0.517486
a6-PB	1230	1072.81	94.6667	0.517486
a6-PC	1230	1072.81	94.6667	0.517486
CG3740-PA	423	265.998	526	11.5967
Mur2B-PA	5388	5230.81	47.758	0.053543
Mur2B-PC	5388	5230.81	47.758	0.053543
Mur2B-PB	3435	3277.81	1062.48	1.90092
CG14795-PB	351	195.285	1	0.0300301
sta-PA	813	655.812	13055	116.741
sta-PB	813	655.812	13055	116.741
sta-PE	813	655.812	13055	116.741
sta-PF	813	655.812	13055	116.741
Rab27-PB	711	553.812	0	0
Rab27-PC	693	535.812	0	0
CG32808-PA	855	697.812	25	0.2101
O-fut2-PA	1473	1315.81	875	3.89978
CG14787-PA	783	625.812	0	0
CG32806-PA	618	460.812	0	0
MED18-PA	654	496.812	304.714	3.59688
MED18-PC	153	32.1418	41.2862	7.53285
CG14803-PA	3309	3151.81	272	0.506097
CG14803-PB	3294	3136.81	0	0
Vps26-PA	1437	1279.81	1023	4.68765
CG14805-PA	1521	1363.81	515	2.21451
Coa8-PA	531	373.812	230.5	3.61612
Coa8-PB	531	373.812	230.5	3.61612
mRpL16-PA	732	574.812	136.5	1.39262
