target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2229.5	10.3333	0.0394055
Nep3-PB	2361	2229.5	10.3333	0.0394055
Nep3-PC	2361	2229.5	10.3333	0.0394055
CG9570-PA	633	501.505	0	0
Or19b-PA	1164	1032.5	0	0
CG15322-PB	2223	2091.5	0	0
CG15322-PC	2223	2091.5	0	0
Or19a-PB	1164	1032.5	0	0
karr-PA	294	163.326	0	0
fd19B-PA	783	651.505	0	0
CG17003-PA	864	732.505	0	0
CG12655-PA	468	336.505	1	0.0252658
CG33217-PA	2100	1968.5	115	0.496691
Vps11-PA	2493	2361.5	140	0.504039
RpL10-PC	657	525.505	5701.33	92.2411
RpL10-PD	657	525.505	5701.33	92.2411
RpL10-PE	657	525.505	5701.33	92.2411
G9a-PA	4914	4782.5	271.04	0.48184
G9a-PB	4974	4842.5	40.96	0.0719143
cin-PB	1806	1674.5	190.5	0.967238
cin-PA	1806	1674.5	190.5	0.967238
CG3777-PB	2640	2508.5	18.6	0.0630409
CG3777-PA	2640	2508.5	18.6	0.0630409
CG3777-PC	2640	2508.5	18.6	0.0630409
CG3777-PD	2640	2508.5	18.6	0.0630409
CG3777-PE	2640	2508.5	18.6	0.0630409
CG12470-PA	588	456.505	3	0.0558728
Or1a-PA	1179	1047.5	0	0
y-PA	1626	1494.5	1	0.00568889
ac-PA	606	474.505	0	0
sc-PA	1038	906.505	0	0
l(1)sc-PA	774	642.505	0	0
ase-PA	1461	1329.5	0	0
CG13373-PA	375	243.59	0	0
CG13373-PB	534	402.505	71	1.49973
CG32817-PA	366	234.614	1.22592	0.0444256
CG32817-PC	366	234.614	1.22592	0.0444256
CG32817-PB	366	234.614	1.22592	0.0444256
CG3176-PA	366	234.614	19.6376	0.711638
CG3176-PB	306	175.172	5.5235	0.268086
CG3176-PC	306	175.172	5.5235	0.268086
CG3176-PD	366	234.614	19.6376	0.711638
CG3156-PA	2079	1947.5	62	0.270669
CG17778-PA	384	252.566	0	0
CG17778-PB	384	252.566	0	0
arg-PA	1056	924.505	3	0.0275891
CG17896-PB	1563	1431.5	887	5.26812
CG17896-PA	1536	1404.5	0	0
CG18273-PA	4134	4002.5	413	0.877289
Cyp4g1-PA	1671	1539.5	388	2.14277
Pgcl-PA	1224	1092.5	0	0
CG32816-PB	1137	1005.5	344.75	2.91504
CG32816-PA	1137	1005.5	344.75	2.91504
CG32816-PC	882	750.505	0	0
CG32816-PD	882	750.505	0	0
CG32816-PE	1137	1005.5	344.75	2.91504
CG32816-PF	1137	1005.5	344.75	2.91504
CG13375-PA	921	789.505	0	0
CG13375-PB	921	789.505	0	0
CG13375-PC	834	702.505	2	0.024205
CG3038-PB	1077	945.505	21.2953	0.19149
CG3038-PA	1167	1035.5	7.70467	0.0632596
CG3038-PC	1080	948.505	0	0
Appl-PA	2664	2532.5	0	0
Appl-PB	2673	2541.5	5.3268	0.0178197
Appl-PC	2493	2361.5	0	0
Appl-PD	2667	2535.5	5.3366	0.0178947
Appl-PE	2652	2520.5	0	0
Appl-PF	2667	2535.5	5.3366	0.0178947
CG13369-PA	915	783.505	789	8.5617
CG17829-PA	1404	1272.5	68.6084	0.458398
CG17829-PC	1347	1215.5	44.7831	0.313244
CG17829-PB	1404	1272.5	68.6084	0.458398
Mybbp1A-PA	3402	3270.5	206	0.535522
su(sable)-PA	3978	3846.5	975.656	2.15653
su(sable)-PB	3966	3834.5	121.688	0.269812
su(sable)-PC	3978	3846.5	975.656	2.15653
CG13367-PA	1227	1095.5	203	1.57546
Roc1a-PC	411	279.566	4.10145	0.124732
Roc1a-PA	327	195.911	570.949	24.7778
Roc1a-PD	327	195.911	570.949	24.7778
CG5254-PA	921	789.505	57	0.613825
CG5254-PB	714	582.505	0	0
CG5273-PA	1410	1278.5	35.3333	0.234967
