target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2234.06	63	0.137135
Nep3-PB	2361	2234.06	63	0.137135
Nep3-PC	2361	2234.06	63	0.137135
CG9570-PA	633	506.058	0	0
Or19b-PA	1164	1037.06	0	0
CG15322-PB	2223	2096.06	5	0.0116003
CG15322-PC	2223	2096.06	5	0.0116003
Or19a-PB	1164	1037.06	0	0
karr-PA	294	167.824	0	0
fd19B-PA	783	656.058	1	0.00741242
CG17003-PA	864	737.058	1	0.00659782
CG12655-PA	468	341.107	15	0.213847
CG33217-PA	2100	1973.06	161	0.396815
Vps11-PA	2493	2366.06	229.104	0.47088
RpL10-PC	657	530.058	18748.3	172.005
RpL10-PD	657	530.058	18748.3	172.005
RpL10-PE	657	530.058	18748.3	172.005
G9a-PA	4914	4787.06	395	0.401265
G9a-PB	4974	4847.06	0	0
cin-PB	1806	1679.06	264.5	0.766059
cin-PA	1806	1679.06	264.5	0.766059
CG3777-PB	2640	2513.06	8.4	0.0162547
CG3777-PA	2640	2513.06	8.4	0.0162547
CG3777-PC	2640	2513.06	8.4	0.0162547
CG3777-PD	2640	2513.06	8.4	0.0162547
CG3777-PE	2640	2513.06	8.4	0.0162547
CG12470-PA	588	461.107	2	0.0210926
Or1a-PA	1179	1052.06	0	0
y-PA	1626	1499.06	0	0
ac-PA	606	479.107	0	0
sc-PA	1038	911.058	0	0
l(1)sc-PA	774	647.058	0	0
ase-PA	1461	1334.06	0	0
CG13373-PA	375	248.234	0	0
CG13373-PB	534	407.107	121	1.44537
CG32817-PA	366	239.258	0	0
CG32817-PC	366	239.258	0	0
CG32817-PB	366	239.258	0	0
CG3176-PA	366	239.258	39.8021	0.808988
CG3176-PB	306	179.635	3.69786	0.100107
CG3176-PC	306	179.635	3.69786	0.100107
CG3176-PD	366	239.258	39.8021	0.808988
CG3156-PA	2079	1952.06	83.3192	0.207565
CG17778-PA	384	257.135	1	0.0189122
CG17778-PB	384	257.135	1	0.0189122
arg-PA	1056	929.058	2	0.0104686
CG17896-PB	1563	1436.06	1423.57	4.8207
CG17896-PA	1536	1409.06	11.4273	0.039438
CG18273-PA	4134	4007.06	602	0.730589
Cyp4g1-PA	1671	1544.06	43	0.135428
Pgcl-PA	1224	1097.06	0	0
CG32816-PB	1137	1010.06	480.5	2.31339
CG32816-PA	1137	1010.06	480.5	2.31339
CG32816-PC	882	755.058	0	0
CG32816-PD	882	755.058	0	0
CG32816-PE	1137	1010.06	480.5	2.31339
CG32816-PF	1137	1010.06	480.5	2.31339
CG13375-PA	921	794.058	4	0.0244968
CG13375-PB	921	794.058	4	0.0244968
CG13375-PC	834	707.058	0	0
CG3038-PB	1077	950.058	21.5057	0.110079
CG3038-PA	1167	1040.06	17.4943	0.0817976
CG3038-PC	1080	953.058	0	0
Appl-PA	2664	2537.06	0	0
Appl-PB	2673	2546.06	0	0
Appl-PC	2493	2366.06	1	0.00205531
Appl-PD	2667	2540.06	0	0
Appl-PE	2652	2525.06	0	0
Appl-PF	2667	2540.06	0	0
CG13369-PA	915	788.058	1254	7.73823
CG17829-PA	1404	1277.06	132	0.50265
CG17829-PC	1347	1220.06	0	0
CG17829-PB	1404	1277.06	132	0.50265
Mybbp1A-PA	3402	3275.06	264	0.392001
su(sable)-PA	3978	3851.06	1401.23	1.76942
su(sable)-PB	3966	3839.06	68.5477	0.0868302
su(sable)-PC	3978	3851.06	1401.23	1.76942
CG13367-PA	1227	1100.06	319	1.41019
Roc1a-PC	411	284.107	14.2373	0.243696
Roc1a-PA	327	200.407	984.381	23.8865
Roc1a-PD	327	200.407	984.381	23.8865
CG5254-PA	921	794.058	92.0647	0.563824
CG5254-PB	714	587.058	24.9353	0.206555
CG5273-PA	1410	1283.06	51.3333	0.194561
CG5273-PC	1410	1283.06	51.3333	0.194561
CG5273-PB	1410	1283.06	51.3333	0.194561
fz3-PA	1746	1619.06	761.504	2.28724
fz3-PB	1941	1814.06	87.9926	0.235883
fz3-PC	1746	1619.06	761.504	2.28724
CG16989-PC	3138	3011.06	615.5	0.994057
CG16989-PD	3138	3011.06	615.5	0.994057
CG14635-PA	360	233.258	0	0
CG13358-PD	906	779.058	0	0
CG13359-PA	1482	1355.06	13	0.0466539
Rbf-PA	2538	2411.06	525	1.0589
CG13360-PA	1266	1139.06	10	0.042693
RpL22-PA	900	773.058	24049	151.282
CG13361-PA	1437	1310.06	21	0.0779527
CG13362-PA	969	842.058	332	1.91734
Hmt4-20-PA	3903	3776.06	566.5	0.729564
Hmt4-20-PB	3903	3776.06	566.5	0.729564
RpL36-PA	348	221.326	3853.8	84.6758
RpL36-PB	348	221.326	3853.8	84.6758
RpL36-PD	348	221.326	3853.8	84.6758
RpL36-PC	348	221.326	3853.8	84.6758
RpL36-PE	348	221.326	3853.8	84.6758
CG13364-PA	195	75.0732	2233	144.646
CG13365-PA	345	218.326	222	4.94482
spdi-PA	2853	2726.06	0	0
spdi-PB	3285	3158.06	393.923	0.606588
spdi-PC	3285	3158.06	393.923	0.606588
spdi-PD	2850	2723.06	24.6594	0.0440381
spdi-PE	2853	2726.06	0	0
spdi-PF	3285	3158.06	393.923	0.606588
spdi-PG	2829	2702.06	130.57	0.234991
CG14634-PB	282	156.003	0	0
CG11664-PA	765	638.058	5991	45.6606
CG11663-PA	459	332.107	0	0
CG11663-PB	459	332.107	0	0
MED22-PA	432	305.107	205	3.26742
CG32815-PC	1149	1022.06	6.5	0.0309272
CG32815-PD	1149	1022.06	6.5	0.0309272
TRAM-PB	1107	980.058	1688.2	8.37673
TRAM-PA	1107	980.058	1688.2	8.37673
TRAM-PC	1107	980.058	1688.2	8.37673
TRAM-PD	1107	980.058	1688.2	8.37673
TRAM-PE	1107	980.058	1688.2	8.37673
mus81-PA	1281	1154.06	38	0.160125
CG18823-PA	321	194.505	1	0.0250018
CG14631-PA	399	272.135	0	0
CG3021-PA	1170	1043.06	909	4.23797
CG14629-PA	960	833.058	3	0.0175125
CG14628-PA	426	299.107	0	0
CG3655-PA	1692	1565.06	0	0
CG3655-PB	1692	1565.06	0	0
CG3655-PC	1791	1664.06	32	0.0935156
CG3655-PD	1692	1565.06	0	0
Cdc45-PA	1728	1601.06	115	0.349296
CG11638-PA	1164	1037.06	14	0.0656489
TfIIA-S-2-PA	324	197.427	0	0
CG3690-PA	1677	1550.06	24	0.0752949
CG3690-PB	1677	1550.06	24	0.0752949
CG3699-PA	756	629.058	5	0.0386528
CG3703-PA	2136	2009.06	15	0.0363079
CG3704-PA	1149	1022.06	547	2.60264
CG3706-PA	1335	1208.06	0	0
CG3708-PB	1089	962.058	0	0
CG3713-PA	252	126.997	0	0
CG3713-PB	252	126.997	0	0
CG32814-PB	735	608.058	1	0.00799755
CG11378-PA	939	812.058	1.33333	0.00798461
CG11378-PB	939	812.058	1.33333	0.00798461
CG11378-PC	939	812.058	1.33333	0.00798461
