target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2210.89	21.6667	0.0954114
Nep3-PB	2361	2210.89	21.6667	0.0954114
Nep3-PC	2361	2210.89	21.6667	0.0954114
CG9570-PA	633	482.934	0	0
Or19b-PA	1164	1013.89	0	0
CG15322-PB	2223	2072.89	0.5	0.00234838
CG15322-PC	2223	2072.89	0.5	0.00234838
Or19a-PB	1164	1013.89	0	0
karr-PA	294	150.265	0	0
fd19B-PA	783	632.885	0	0
CG17003-PA	864	713.885	0	0
CG12655-PA	468	318.424	0	0
CG33217-PA	2100	1949.89	228	1.13841
Vps11-PA	2493	2342.89	348.763	1.44929
RpL10-PC	657	506.885	4709.67	90.4597
RpL10-PD	657	506.885	4709.67	90.4597
RpL10-PE	657	506.885	4709.67	90.4597
G9a-PA	4914	4763.89	290	0.592668
G9a-PB	4974	4823.89	0	0
cin-PB	1806	1655.89	209.5	1.23177
cin-PA	1806	1655.89	209.5	1.23177
CG3777-PB	2640	2489.89	34.2	0.133728
CG3777-PA	2640	2489.89	34.2	0.133728
CG3777-PC	2640	2489.89	34.2	0.133728
CG3777-PD	2640	2489.89	34.2	0.133728
CG3777-PE	2640	2489.89	34.2	0.133728
CG12470-PA	588	437.934	1	0.0222314
Or1a-PA	1179	1028.89	0	0
y-PA	1626	1475.89	0	0
ac-PA	606	455.934	0	0
sc-PA	1038	887.885	0	0
l(1)sc-PA	774	623.885	0	0
ase-PA	1461	1310.89	0	0
CG13373-PA	375	226.91	0	0
CG13373-PB	534	384.016	52	1.31835
CG32817-PA	366	218.291	1.94286	0.0866521
CG32817-PC	366	218.291	1.94286	0.0866521
CG32817-PB	366	218.291	1.94286	0.0866521
CG3176-PA	366	218.291	22.5857	1.00733
CG3176-PB	306	161.277	0	0
CG3176-PC	306	161.277	0	0
CG3176-PD	366	218.291	22.5857	1.00733
CG3156-PA	2079	1928.89	68.0197	0.343323
CG17778-PA	384	235.518	0	0
CG17778-PB	384	235.518	0	0
arg-PA	1056	905.885	1	0.0107473
CG17896-PB	1563	1412.89	1395.48	9.61591
CG17896-PA	1536	1385.89	33.522	0.235493
CG18273-PA	4134	3983.89	417	1.01907
Cyp4g1-PA	1671	1520.89	12	0.0768173
Pgcl-PA	1224	1073.89	0	0
CG32816-PB	1137	986.885	372.5	3.6748
CG32816-PA	1137	986.885	372.5	3.6748
CG32816-PC	882	731.885	0	0
CG32816-PD	882	731.885	0	0
CG32816-PE	1137	986.885	372.5	3.6748
CG32816-PF	1137	986.885	372.5	3.6748
CG13375-PA	921	770.885	0	0
CG13375-PB	921	770.885	0	0
CG13375-PC	834	683.885	4	0.0569444
CG3038-PB	1077	926.885	14.9369	0.156895
CG3038-PA	1167	1016.89	20.0631	0.192088
CG3038-PC	1080	929.885	0	0
Appl-PA	2664	2513.89	0.091391	0.000353943
Appl-PB	2673	2522.89	0.00235292	9.07995e-06
Appl-PC	2493	2342.89	0	0
Appl-PD	2667	2516.89	11.6094	0.0449078
Appl-PE	2652	2501.89	12.2699	0.0477471
Appl-PF	2667	2516.89	0.0269468	0.000104236
CG13369-PA	915	764.885	836	10.6411
CG17829-PA	1404	1253.89	131	1.01716
CG17829-PC	1347	1196.89	0	0
CG17829-PB	1404	1253.89	131	1.01716
Mybbp1A-PA	3402	3251.89	332	0.993979
su(sable)-PA	3978	3827.89	1143.16	2.90753
su(sable)-PB	3966	3815.89	100.675	0.256863
su(sable)-PC	3978	3827.89	1143.16	2.90753
CG13367-PA	1227	1076.89	214	1.93472
Roc1a-PC	411	261.967	14.4598	0.537391
Roc1a-PA	327	180.842	769.77	41.4415
Roc1a-PD	327	180.842	769.77	41.4415
CG5254-PA	921	770.885	40.9649	0.517365
