target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2189.76	17	0.0580039
Nep3-PB	2361	2189.76	17	0.0580039
Nep3-PC	2361	2189.76	17	0.0580039
CG9570-PA	633	461.806	0	0
Or19b-PA	1164	992.755	0	0
CG15322-PB	2223	2051.76	0.5	0.00182074
CG15322-PC	2223	2051.76	0.5	0.00182074
Or19a-PB	1164	992.755	0	0
karr-PA	294	132.602	1	0.0563449
fd19B-PA	783	611.755	0	0
CG17003-PA	864	692.755	0	0
CG12655-PA	468	297.386	5	0.125619
CG33217-PA	2100	1928.76	305	1.18148
Vps11-PA	2493	2321.76	354.365	1.14035
RpL10-PC	657	485.806	4882	75.0825
RpL10-PD	657	485.806	4882	75.0825
RpL10-PE	657	485.806	4882	75.0825
G9a-PA	4914	4742.76	390	0.614381
G9a-PB	4974	4802.76	0	0
cin-PB	1806	1634.76	234	1.06947
cin-PA	1806	1634.76	234	1.06947
CG3777-PB	2640	2468.76	47.2	0.142846
CG3777-PA	2640	2468.76	47.2	0.142846
CG3777-PC	2640	2468.76	47.2	0.142846
CG3777-PD	2640	2468.76	47.2	0.142846
CG3777-PE	2640	2468.76	47.2	0.142846
CG12470-PA	588	416.849	3	0.0537709
Or1a-PA	1179	1007.76	2	0.0148279
y-PA	1626	1454.76	0	0
ac-PA	606	434.806	0	0
sc-PA	1038	866.755	0	0
l(1)sc-PA	774	602.755	0	0
ase-PA	1461	1289.76	0	0
CG13373-PA	375	206.797	0	0
CG13373-PB	534	362.849	69	1.42078
CG32817-PA	366	198.186	0	0
CG32817-PC	366	198.186	0	0
CG32817-PB	366	198.186	0	0
CG3176-PA	366	198.186	7.42942	0.280082
CG3176-PB	306	143.299	6.07058	0.316512
CG3176-PC	306	143.299	6.07058	0.316512
CG3176-PD	366	198.186	7.42942	0.280082
CG3156-PA	2079	1907.76	36.9164	0.144578
CG17778-PA	384	215.413	0.5	0.0173422
CG17778-PB	384	215.413	0.5	0.0173422
arg-PA	1056	884.755	1	0.00844464
CG17896-PB	1563	1391.76	1566.81	8.41118
CG17896-PA	1536	1364.76	39.1928	0.214564
CG18273-PA	4134	3962.76	333	0.627843
Cyp4g1-PA	1671	1499.76	17	0.0846901
Pgcl-PA	1224	1052.76	0	0
CG32816-PB	1137	965.755	532.5	4.11962
CG32816-PA	1137	965.755	532.5	4.11962
CG32816-PC	882	710.755	0	0
