target_id	length	eff_length	est_counts	tpm
Nep3-PA	2361	2213.67	28.6667	0.102714
Nep3-PB	2361	2213.67	28.6667	0.102714
Nep3-PC	2361	2213.67	28.6667	0.102714
CG9570-PA	633	485.721	2	0.0326594
Or19b-PA	1164	1016.67	0	0
CG15322-PB	2223	2075.67	3.5	0.0133744
CG15322-PC	2223	2075.67	3.5	0.0133744
Or19a-PB	1164	1016.67	0	0
karr-PA	294	150.202	0	0
fd19B-PA	783	635.67	0	0
CG17003-PA	864	716.67	0	0
CG12655-PA	468	320.822	3	0.0741689
CG33217-PA	2100	1952.67	227	0.922065
Vps11-PA	2493	2345.67	302.676	1.02347
RpL10-PC	657	509.671	5452.67	84.8563
RpL10-PD	657	509.671	5452.67	84.8563
RpL10-PE	657	509.671	5452.67	84.8563
G9a-PA	4914	4766.67	367	0.610683
G9a-PB	4974	4826.67	0	0
cin-PB	1806	1658.67	202.5	0.968344
cin-PA	1806	1658.67	202.5	0.968344
CG3777-PB	2640	2492.67	9	0.028638
CG3777-PA	2640	2492.67	9	0.028638
CG3777-PC	2640	2492.67	9	0.028638
CG3777-PD	2640	2492.67	9	0.028638
CG3777-PE	2640	2492.67	9	0.028638
CG12470-PA	588	440.721	0	0
Or1a-PA	1179	1031.67	0	0
y-PA	1626	1478.67	0	0
ac-PA	606	458.721	0	0
sc-PA	1038	890.67	0	0
l(1)sc-PA	774	626.67	0	0
ase-PA	1461	1313.67	0	0
CG13373-PA	375	228.674	0	0
CG13373-PB	534	386.721	62	1.27162
CG32817-PA	366	219.902	4.928	0.177749
CG32817-PC	366	219.902	4.928	0.177749
CG32817-PB	366	219.902	4.928	0.177749
CG3176-PA	366	219.902	31.4127	1.13303
CG3176-PB	306	161.544	11.6953	0.574228
CG3176-PC	306	161.544	11.6953	0.574228
CG3176-PD	366	219.902	31.4127	1.13303
CG3156-PA	2079	1931.67	50.2803	0.206457
CG17778-PA	384	237.512	0	0
CG17778-PB	384	237.512	0	0
arg-PA	1056	908.67	0	0
CG17896-PB	1563	1415.67	1215	6.80736
CG17896-PA	1536	1388.67	0	0
CG18273-PA	4134	3986.67	424	0.843568
Cyp4g1-PA	1671	1523.67	93	0.484124
Pgcl-PA	1224	1076.67	0	0
CG32816-PB	1137	989.67	277.75	2.22602
CG32816-PA	1137	989.67	277.75	2.22602
CG32816-PC	882	734.67	0	0
CG32816-PD	882	734.67	0	0
CG32816-PE	1137	989.67	277.75	2.22602
